Course,Section,Faculty,Time,Room,Semester,Predicted Faculty,Records
ARC121,4,TBA,09:40 AM - 12:50 PM MW,OAT803_V2,,,
ARC122,1,SIU,09:40 AM - 12:50 PM MW,OAT1002,,,
ARC122,2,RSBR,09:40 AM - 12:50 PM MW,OAT1002_V,,,
ARC122,3,TBA,09:40 AM - 12:50 PM MW,LIB1002,,,
ARC122,4,TBA,09:40 AM - 12:50 PM MW,LIB1002_V,,,
ARC131,1,SIK3,08:00 AM - 09:30 AM ST,SAC201,,,
ARC131,2,AKD1,01:00 PM - 02:30 PM ST,NAC413,,,
ARC131,3,AKD1,02:40 PM - 04:10 PM ST,NAC413,,,
ARC131,4,AHS1,01:00 PM - 02:30 PM ST,SAC201,,,
ARC133,1,RMY,08:00 AM - 09:30 AM W,LIB907,,,
ARC133,2,SNF,04:20 PM - 05:50 PM S,LIB907,,,
ARC200,1,MUN,04:20 PM - 06:20 PM M,LIB908,,,
ARC200,2,MUN,04:20 PM - 06:20 PM W,LIB908,,,
ARC213,2,AHS1,09:40 AM - 12:50 STR,PM,,,
ARC213,3,RMY,02:40 PM - 05:50 STR,PM,,,
ARC213,4,RTS,02:40 PM - 05:50 PM STR,LIB1002_V,,,
ARC214,1,SJD,09:40 AM - 12:50 PM STR,LIB901,,,
ARC214,2,TBA,09:40 AM - 12:50 PM STR,LIB901_V,,,
ARC215,1,NAW,09:40 AM - 12:50 PM STR,LIB904,,,
ARC215,2,RTS,09:40 AM - 12:50 PM STR,LIB904_V,,,
ARC241,1,SQR,01:00 PM - 02:30 PM ST,NAC1079,,,
ARC242,1,SIK3,02:40 PM - 04:10 PM ST,NAC508,,,
ARC251,1,NAW,02:40 PM - 04:10 PM ST,SAC801A,,,
ARC261,1,SIU,01:00 PM - 02:30 PM ST,TBA_V,,,
ARC262,1,SIU,01:00 PM - 02:30 PM MW,SAC201,,,
ARC263,1,MFN,01:00 PM - 02:30 PM ST,TBA_v2,,,
ARC264,1,MFN,02:40 PM - 04:40 PM S,LIB908,,,
ARC271,1,AKD1,02:40 PM - 04:10 PM MW,SAC801A,,,
ARC271,2,NTL,08:00 AM - 09:30 AM MW,LIB908,,,
ARC272,1,MUN,02:40 PM - 04:10 PM MW,LIB907,,,
ARC273,1,NTL,09:40 AM - 11:40 AM M,LIB1002,,,
ARC273,2,NTL,11:40 AM - 01:40 AM M,LIB1002_V,,,
ARC281,1,NMSN,02:40 PM - 05:40 PM W,SAC201,,,
ARC282,1,TBA,02:40 PM - 05:40 PM M,NAC413,,,
ARC283,1,TMY,01:00 PM - 03:00 PM M,NAC506,,,
ARC293,1,ASAA,02:40 PM - 05:50 PM ST,LIB906,,,
ARC316,1,MZC,09:40 AM - 12:50 PM STR,OAT1003,,,
ARC317,1,SSIM,09:40 AM - 12:50 PM STWR,LIB902,,,
ARC317,2,TBA,09:40 AM - 12:50 PM STWR,LIB902_V,,,
ARC318,1,MUN,09:40 AM - 12:50 PM STWR,LAB2,,,
ARC318,2,NIC,09:40 AM - 12:50 PM STWR,LAB4,,,
ARC324,1,SNF,01:00 PM - 04:10 PM ST,LIB1002,,,
ARC324,2,RQH,01:00 PM - 04:10 PM ST,LIB1002_V,,,
ARC334,1,AHS1,08:00 AM - 09:30 AM W,SAC309,,,
ARC343,1,MUN,01:00 PM - 02:30 PM MW,LIB907,,,
ARC344,1,SSIM,08:00 AM - 09:30 AM ST,LIB908,,,
ARC348,1,SSIM,01:00 PM - 02:30 PM MW,NAC413,,,
ARC384,1,TMY,02:40 PM - 04:10 PM ST,LAB1,,,
ARC410,1,SJD,08:00 AM - 09:30 AM ST,NAC1077,,,
ARC418,1,NTL,09:40 AM - 12:50 PM STWR,LIB905,,,
ARC418,2,OFS,09:40 AM - 12:50 PM STWR,LIB905_V,,,
ARC437,1,MUN,08:00 AM - 09:30 AM R,LIB907,,,
ARC445,1,SIK3,01:00 PM - 02:30 PM ST,LIB1002_V,,,
ARC453,1,NAW,08:00 AM - 09:30 AM ST,LIB907,,,
ARC456,1,NAW,08:00 AM - 09:30 AM MW,SAC201,,,
ARC474,1,MFN,08:00 AM - 09:30 AM ST,SAC801A,,,
ARC492,1,SJD,08:00 AM - 09:30 AM R,LIB908,,,
ARC500,1,MFN,01:00 PM - 02:30 PM R,TBA_v2,,,
ARC510,1,RMY,09:40 AM - 12:50 PM STR,LIB903,,,
ARC510,2,RQH,09:40 AM - 12:50 PM STR,LIB903_V,,,
ARC519,1,MFN,09:40 AM - 12:50 PM STR,TBA_V,,,
ARC519,2,SIK3,09:40 AM - 12:50 PM STR,TBA_v2,,,
ARC535,1,AHS1,02:40 PM - 04:10 PM S,SAC201,,,
ARC576,1,ASAA,08:00 AM - 09:30 AM ST,NAC993,,,
ARC596,1,SIU,09:40 AM - 12:50 PM STR,OAT1001,,,
ARC598,1,SSIM,08:00 AM - 09:30 AM R,OAT901,,,
BBT203,2,OAH,09:40 AM - 11:10 AM ST,LIB601,,,
BBT203,3,ESD,01:00 PM - 02:30 PM ST,LIB601,,,
BBT221,1,HML,08:00 AM - 09:30 AM MW,SAC402,,,
BBT221,4,PYN,04:20 PM - 05:50 PM ST,SAC402,,,
BBT221,5,HML,01:00 PM - 02:30 PM MW,SAC404,,,
BBT221,6,TSHQ,02:40 PM - 04:10 PM RA,SAC403,,,
BBT230,1,OAH,08:00 AM - 09:30 AM ST,LIB601,,,
BBT312,1,MSH3,08:00 AM - 09:30 AM ST,SAC404,,,
BBT312,2,MSH3,11:20 AM - 12:50 PM ST,SAC403,,,
BBT312,3,MSH3,11:20 AM - 12:50 PM MW,SAC403,,,
BBT312,4,MSH3,02:40 PM - 04:10 PM MW,SAC403,,,
BBT312L,1,MAKN,02:40 PM - 05:40 PM M,SAC412,,,
BBT312L,2,MAKN,02:40 PM - 05:40 PM M,SAC412_V,,,
BBT312L,3,MAKN,11:20 AM - 02:20 PM T,SAC412,,,
BBT312L,4,MAKN,11:20 AM - 02:20 PM T,SAC412_V,,,
BBT312L,5,MAKN,08:00 AM - 11:00 AM W,SAC412,,,
BBT312L,6,MAKN,08:00 AM - 11:00 AM W,SAC412_V,,,
BBT314,1,KNH,11:20 AM - 12:50 PM ST,SAC404,,,
BBT314,2,KNH,02:40 PM - 04:10 PM ST,SAC404,,,
BBT314,3,OAH,01:00 PM - 02:30 PM MW,SAC402,,,
BBT314,4,OAH,02:40 PM - 04:10 PM MW,SAC402,,,
BBT314L,1,MAKN,08:00 AM - 11:00 AM T,SAC414,,,
BBT314L,2,MAKN,08:00 AM - 11:00 AM T,SAC414_V,,,
BBT314L,3,MAKN,02:40 PM - 05:40 PM T,SAC414,,,
BBT314L,4,MAKN,02:40 PM - 05:40 PM T,SAC414_V,,,
BBT314L,5,MAKN,11:20 AM - 02:20 PM W,SAC414,,,
BBT314L,6,MAKN,11:20 AM - 02:20 PM W,SAC414_V,,,
BBT315,1,SMDA,04:20 PM - 05:50 PM ST,SAC407,,,
BBT315,2,SMDA,01:00 PM - 02:30 PM MW,SAC407,,,
BBT315,3,SMDA,02:40 PM - 04:10 PM MW,SAC407,,,
BBT315,4,SFRH,08:00 AM - 09:30 AM MW,SAC802,,,
BBT316,1,KNH,09:40 AM - 11:10 AM MW,SAC404,,,
BBT316,2,KNH,11:20 AM - 12:50 PM MW,SAC404,,,
BBT316,3,KNH,02:40 PM - 04:10 PM MW,SAC404,,,
BBT316L,1,NRO,02:40 PM - 05:40 PM R,SAC414,,,
BBT316L,2,NRO,02:40 PM - 05:40 PM R,SAC414_V,,,
BBT316L,3,NRO,11:20 AM - 02:20 PM A,SAC414,,,
BBT316L,4,NRO,11:20 AM - 02:20 PM R,SAC414_V,,,
BBT317,1,SDL,09:40 AM - 11:10 AM MW,SAC402,,,
BBT317,2,SDL,11:20 AM - 12:50 PM MW,SAC402,,,
BBT317,3,MSH3,02:40 PM - 04:10 PM ST,SAC405,,,
BBT317,4,MSH3,08:00 AM - 09:30 AM MW,SAC404,,,
BBT318,1,SDL,11:20 AM - 12:50 PM ST,SAC402,,,
BBT318,2,SDL,02:40 PM - 04:10 PM ST,SAC402,,,
BBT318,3,IJN,09:40 AM - 11:10 AM ST,SAC405,,,
BBT318,4,MALM,08:00 AM - 09:30 AM ST,SAC401,,,
BBT335,1,IJN,01:00 PM - 02:30 PM ST,SAC403,,,
BBT335,2,IJN,04:20 PM - 05:50 PM ST,SAC406,,,
BBT335,3,IJN,01:00 PM - 02:30 PM MW,SAC406,,,
BBT413,1,CAK,09:40 AM - 11:10 AM ST,SAC404,,,
BBT413,2,CAK,11:20 AM - 12:50 PM ST,SAC401,,,
BBT413,3,CAK,02:40 PM - 04:10 PM ST,SAC403,,,
BBT413L,1,THN,08:00 AM - 11:00 AM T,SAC412,,,
BBT413L,2,THN,08:00 AM - 11:00 AM T,SAC412_V,,,
BBT415,1,CAK,09:40 AM - 11:10 AM MW,SAC401,,,
BBT415,2,CAK,11:20 AM - 12:50 PM MW,SAC401,,,
BBT415L,1,TSHQ,02:40 PM - 05:40 PM W,SAC412,,,
BBT415L,2,TSHQ,02:40 PM - 05:40 PM W,SAC412_V,,,
BBT416,1,MQN,11:20 AM - 12:50 PM ST,LIB601,,,
BBT416,2,MQN,02:40 PM - 04:10 PM ST,LIB601,,,
BBT416,3,OAH,08:00 AM - 09:30 AM MW,LIB601,,,
BBT417,1,IJN,09:40 AM - 11:10 AM MW,SAC407,,,
BBT417,2,IJN,04:20 PM - 05:50 PM MW,SAC406,,,
BBT418,1,CAK,02:40 PM - 04:10 PM MW,SAC406,,,
BBT419,1,SDL,09:40 AM - 11:10 AM ST,SAC402,,,
BBT423,1,MALM,02:40 PM - 04:10 PM ST,OAT601,,,
BBT424,1,SMDA,01:00 PM - 02:30 PM ST,SAC406,,,
BBT424,2,SMDA,09:40 AM - 11:10 AM MW,SAC316,,,
BBT427,1,MALM,02:40 PM - 04:10 PM MW,NAC301,,,
BBT601,1,IQM,07:00 PM - 10:10 PM R,SAC404,,,
BBT608,1,AWN,07:00 PM - 10:10 PM S,SAC404,,,
BBT615,1,IQM,07:00 PM - 10:10 PM M,SAC405,,,
BBT622,1,SRS1,07:00 PM - 10:10 PM W,SAC404,,,
BBT631,1,CQA,07:00 PM - 10:10 PM T,SAC404,,,
BBT638,1,SBI,07:00 PM - 10:10 PM T,SAC405,,,
BBT654,1,MALM,07:00 PM - 10:10 PM S,SAC405,,,
BBT659,1,SDL,07:00 PM - 10:10 PM M,SAC404,,,
BEN205,1,Shg,08:00 AM - 09:30 AM ST,NAC213,,,
BEN205,2,NJb,09:40 AM - 11:10 AM ST,NAC514,,,
BEN205,3,Rme,11:20 AM - 12:50 PM ST,NAC203,,,
BEN205,4,Snj,01:00 PM - 02:30 PM ST,NAC313,,,
BEN205,5,NJb,01:00 PM - 02:30 PM ST,NAC514,,,
BEN205,6,Snj,02:40 PM - 04:10 PM ST,NAC313,,,
BEN205,7,NJb,09:40 AM - 11:10 AM MW,NAC514,,,
BEN205,8,NJb,01:00 PM - 02:30 PM MW,NAC507,,,
BEN205,9,Rme,01:00 PM - 02:30 PM MW,NAC990,,,
BEN205,10,TBA,08:00 AM - 09:30 AM RA,NAC990,,,
BEN205,11,Rme,04:20 PM - 05:50 PM MW,NAC411,,,
BEN205,12,TBA,01:00 PM - 02:30 PM RA,NAC413,,,
BEN205,13,TBA,01:00 PM - 02:30 PM RA,NAC619,,,
BEN205,14,TBA,02:40 PM - 04:10 PM RA,NAC204,,,
BEN205,15,TBA,04:20 PM - 05:50 PM RA,NAC410,,,
BEN205,16,TBA,08:00 AM - 09:30 AM RA,NAC503,,,
BEN205,17,TBA,08:00 AM - 09:30 AM RA,NAC510,,,
BEN205,18,TBA,11:20 AM - 12:50 PM RA,NAC413,,,
BEN205,20,TBA,08:00 AM - 09:30 AM RA,NAC411,,,
BEN205,21,TBA,04:20 PM - 05:50 PM RA,NAC206,,,
BEN205,22,Rme,01:00 PM - 02:30 PM ST,SAC309,,,
BIO103,1,SKK,02:40 PM - 04:10 PM ST,SAC406,,,
BIO103,2,NBB,04:20 PM - 05:50 PM MW,SAC405,,,
BIO103,3,HRA,08:00 AM - 09:30 AM ST,SAC406,,,
BIO103,4,HRA,02:40 PM - 04:10 PM ST,SAC401,,,
BIO103,5,FZD,09:40 AM - 11:10 AM ST,NAC301,,,
BIO103,6,HRA,02:40 PM - 04:10 PM MW,SAC401,,,
BIO103,7,AWN,04:20 PM - 05:50 PM ST,SAC404,,,
BIO103,8,HRA,08:00 AM - 09:30 AM MW,SAC406,,,
BIO103,9,FMJ,06:00 PM - 07:30 PM MW,NAC210,,,
BIO103,10,SUBK,06:00 PM - 07:30 PM ST,NAC204,,,
BIO103,11,SUBK,04:20 PM - 05:50 PM ST,SAC316,,,
BIO103,12,AWN,01:00 PM - 02:30 PM ST,SAC802,,,
BIO103,13,MUNTASIR,09:40 AM - 11:10 AM RA,SAC405,,,
BIO103,14,THN,11:20 AM - 12:50 PM RA,SAC404,,,
BIO103,15,MUNTASIR,04:20 PM - 05:50 PM RA,SAC316,,,
BIO103,16,APZ,08:00 AM - 09:30 AM RA,SAC406,,,
BIO103,17,MSIM,08:00 AM - 09:30 AM RA,SAC802,,,
BIO103,18,ABE,08:00 AM - 09:30 AM RA,SAC316,,,
BIO103,20,NIA,04:20 PM - 05:50 PM RA,NAC301,,,
BIO103,21,MBMD,04:20 PM - 05:50 PM RA,SAC802,,,
BIO103,22,HIM,08:00 AM - 09:30 AM RA,NAC512,,,
BIO103,23,APZ,09:40 AM - 11:10 AM RA,SAC802,,,
BIO103,24,AAM4,08:00 AM - 09:30 AM RA,SAC201,,,
BIO103,25,AAM4,09:40 AM - 11:10 AM RA,SAC201,,,
BIO103,26,MRIS,11:20 AM - 12:50 PM RA,NAC301,,,
BIO103,27,NIA,11:20 AM - 12:50 PM RA,SAC316,,,
BIO103,28,APZ,01:00 PM - 02:30 PM RA,SAC406,,,
BIO103,29,LTB,01:00 PM - 02:30 PM RA,SAC407,,,
BIO103,30,RHS,01:00 PM - 02:30 PM RA,NAC301,,,
BIO103,31,MZAR,01:00 PM - 02:30 PM RA,NAC993,,,
BIO103,32,ABE,01:00 PM - 02:30 PM RA,SAC316,,,
BIO103,33,HIM,09:40 AM - 11:10 AM RA,NAC512,,,
BIO103,34,THN,02:40 PM - 04:10 PM RA,SAC405,,,
BIO103,35,MBMD,02:40 PM - 04:10 PM RA,NAC301,,,
BIO103,36,MUNTASIR,02:40 PM - 04:10 PM RA,SAC316,,,
BIO103,37,RHS,04:20 PM - 05:50 PM RA,SAC406,,,
BIO103,38,MRIS,04:20 PM - 05:50 PM RA,SAC511,,,
BIO103,39,FMJ,04:20 PM - 05:50 PM MW,SAC802,,,
BIO103,40,FZD,04:20 PM - 05:50 PM MW,SAC402,,,
BIO103,44,HIM,06:00 PM - 07:30 PM RA,NAC305,,,
BIO103L,1,KLQ,11:20 AM - 02:20 PM M,SAC415,,,
BIO103L,2,KLQ,11:20 AM - 02:20 PM M,SAC415_v1,,,
BIO103L,3,KLQ,02:40 PM - 05:40 PM M,SAC415,,,
BIO103L,4,HRA,11:20 AM - 02:20 PM S,SAC415,,,
BIO103L,5,HRA,11:20 AM - 02:20 PM S,SAC415_v1,,,
BIO103L,6,HRA,11:20 AM - 02:20 PM T,SAC415,,,
BIO103L,7,HRA,11:20 AM - 02:20 PM T,SAC415_v1,,,
BIO103L,8,SRS1,11:20 AM - 02:20 PM W,SAC415,,,
BIO103L,9,SRS1,11:20 AM - 02:20 PM W,SAC415_v1,,,
BIO103L,10,FSS1,11:20 AM - 02:20 PM R,SAC415,,,
BIO103L,11,FSS1,11:20 AM - 02:20 PM R,SAC415_v1,,,
BIO103L,12,FDDN,02:40 PM - 05:40 PM S,SAC415,,,
BIO103L,13,FDDN,02:40 PM - 05:40 PM T,SAC415,,,
BIO103L,14,FDDN,02:40 PM - 05:40 PM W,SAC415,,,
BIO103L,15,MTO,02:40 PM - 05:40 PM S,SAC415_v1,,,
BIO103L,16,MTO,02:40 PM - 05:40 PM M,SAC415_v1,,,
BIO103L,17,MTO,02:40 PM - 05:40 PM T,SAC415_v1,,,
BIO103L,18,MTO,02:40 PM - 05:40 PM W,SAC415_v1,,,
BIO103L,19,MTO,08:00 AM - 11:00 AM R,SAC415,,,
BIO103L,20,MTO,08:00 AM - 11:00 AM R,SAC415_v1,,,
BIO103L,21,KMRH,08:00 AM - 11:00 AM M,SAC415,,,
BIO103L,22,KMRH,08:00 AM - 11:00 AM M,SAC415_v1,,,
BIO103L,23,KMRH,08:00 AM - 11:00 AM T,SAC415,,,
BIO103L,24,KMRH,08:00 AM - 11:00 AM T,SAC415_v1,,,
BIO103L,25,KMRH,08:00 AM - 11:00 AM W,SAC415,,,
BIO103L,26,KMRH,08:00 AM - 11:00 AM W,SAC415_v1,,,
BIO103L,27,FHO,02:40 PM - 05:40 PM R,SAC415,,,
BIO103L,28,FHO,02:40 PM - 05:40 PM R,SAC415_v1,,,
BIO103L,29,FHO,11:20 AM - 02:20 PM A,SAC415,,,
BIO103L,30,FHO,11:20 AM - 02:20 PM A,SAC415_v1,,,
BIO103L,31,FHO,02:40 PM - 05:40 PM A,SAC415,,,
BIO103L,32,SUBK,08:00 AM - 11:00 AM S,SAC415,,,
BIO103L,33,SUBK,08:00 AM - 11:00 AM S,SAC415_v1,,,
BIO201,1,KLQ,11:20 AM - 12:50 PM ST,SAC407,,,
BIO201,2,ESD,08:00 AM - 09:30 AM ST,SAC402,,,
BIO201,3,SFRH,08:00 AM - 09:30 AM ST,SAC407,,,
BIO201,4,HML,11:20 AM - 12:50 PM ST,SAC316,,,
BIO201,5,HML,01:00 PM - 02:30 PM ST,SAC401,,,
BIO201,7,ESD,08:00 AM - 09:30 AM MW,SAC407,,,
BIO201,8,NTA,08:00 AM - 09:30 AM RA,SAC405,,,
BIO201,9,NTA,01:00 PM - 02:30 PM RA,SAC404,,,
BIO201,10,FZD,02:40 PM - 04:10 PM MW,SAC316,,,
BIO201,15,NTA,02:40 PM - 04:10 PM RA,SAC404,,,
BIO201L,1,SMDA,08:00 AM - 11:00 AM S,SAC414,,,
BIO201L,2,SMDA,08:00 AM - 11:00 AM S,SAC414_V,,,
BIO201L,3,MALM,11:20 AM - 02:20 PM S,SAC414,,,
BIO201L,4,MALM,11:20 AM - 02:20 PM S,SAC414_V,,,
BIO201L,5,NTA,02:40 PM - 05:40 PM S,SAC414,,,
BIO201L,6,NTA,02:40 PM - 05:40 PM S,SAC414_V,,,
BIO201L,7,NTA,08:00 AM - 11:00 AM M,SAC414,,,
BIO201L,8,NTA,08:00 AM - 11:00 AM M,SAC414_V,,,
BIO201L,9,NTA,11:20 AM - 02:20 PM M,SAC414,,,
BIO201L,10,NTA,11:20 AM - 02:20 PM M,SAC414_V,,,
BIO201L,11,MALM,11:20 AM - 02:20 PM T,SAC414,,,
BIO201L,12,MALM,11:20 AM - 02:20 PM T,SAC414_V,,,
BIO201L,13,MALM,08:00 AM - 11:00 AM W,SAC414,,,
BIO201L,14,MALM,08:00 AM - 11:00 AM W,SAC414_V,,,
BIO201L,15,SMDA,08:00 AM - 11:00 AM R,SAC414_V,,,
BIO202,1,SKK,09:40 AM - 11:10 AM ST,SAC406,,,
BIO202,2,SKK,11:20 AM - 12:50 PM ST,SAC406,,,
BIO202,3,SRS1,01:00 PM - 02:30 PM ST,SAC404,,,
BIO202,4,SRS1,02:40 PM - 04:10 PM ST,SAC407,,,
BIO202,5,MTO,09:40 AM - 11:10 AM ST,SAC802,,,
BIO202,6,MTO,11:20 AM - 12:50 PM ST,SAC802,,,
BIO202,7,MTO,09:40 AM - 11:10 AM MW,NAC301,,,
BIO202,8,MTO,11:20 AM - 12:50 PM MW,NAC301,,,
BIO202,9,FHO,08:00 AM - 09:30 AM RA,SAC401,,,
BIO202,10,FHO,09:40 AM - 11:10 AM RA,SAC401,,,
BIO202,11,FHO,08:00 AM - 09:30 AM MW,SAC513,,,
BIO202L,1,SKK,02:40 PM - 05:40 PM M,SAC413,,,
BIO202L,2,SKK,02:40 PM - 05:40 PM M,SAC413_V,,,
BIO202L,3,JSJ,11:20 AM - 02:20 PM W,SAC413,,,
BIO202L,4,JSJ,02:40 PM - 05:40 PM T,SAC413,,,
BIO202L,5,JSJ,02:40 PM - 05:40 PM T,SAC413_V,,,
BIO202L,6,JSJ,11:20 AM - 02:20 PM M,SAC413,,,
BIO202L,7,JSJ,11:20 AM - 02:20 PM M,SAC413_V,,,
BIO202L,8,SRS1,08:00 AM - 11:00 AM T,SAC413_V,,,
BIO202L,9,SRS1,08:00 AM - 11:00 AM S,SAC413,,,
BIO202L,10,SRS1,08:00 AM - 11:00 AM S,SAC413_V,,,
BIO202L,11,SKK,02:40 PM - 05:40 PM W,SAC413,,,
BSC201,1,AK,08:00 AM - 09:30 AM RA,SAC315,,,
BUS112,1,Mdt,02:40 PM - 04:10 PM RA,NAC307,,,
BUS112,2,Mdt,04:20 PM - 05:50 PM RA,NAC307,,,
BUS112,3,JER,04:20 PM - 05:50 PM RA,NAC208,,,
BUS112,4,JER,06:00 PM - 07:30 PM RA,NAC208,,,
BUS112,5,RKs,02:40 PM - 04:10 PM RA,NAC409,,,
BUS112,6,RKs,04:20 PM - 05:50 PM RA,NAC409,,,
