Course,Section,Faculty,Time,Room,Semester,Predicted Faculty,Records
BIO202,11,FHO,08:00 AM - 09:30 AM MW,40(40),,,
BIO202L,1,SKK,02:40 PM - 05:40 PM M,20(20),,,
BIO202L,2,SKK,02:40 PM - 05:40 PM M,20(20),,,
BIO202L,3,JSJ,11:20 AM - 02:20 PM W,20(20),,,
BIO202L,4,JSJ,02:40 PM - 05:40 PM T,20(20),,,
BIO202L,5,JSJ,02:40 PM - 05:40 PM T,20(20),,,
BIO202L,6,JSJ,11:20 AM - 02:20 PM M,20(20),,,
BIO202L,7,JSJ,11:20 AM - 02:20 PM M,20(20),,,
BIO202L,8,SRS1,08:00 AM - 11:00 AM T,20(20),,,
BIO202L,9,SRS1,08:00 AM - 11:00 AM S,20(20),,,
BIO202L,10,SRS1,08:00 AM - 11:00 AM S,20(20),,,
BIO202L,11,SKK,02:40 PM - 05:40 PM W,20(20),,,
BSC201,1,AK,08:00 AM - 09:30 AM RA,40(40),,,
BUS112,1,Mdt,02:40 PM - 04:10 PM RA,37(37),,,
BUS112,2,Mdt,04:20 PM - 05:50 PM RA,37(37),,,
BUS112,3,JER,04:20 PM - 05:50 PM RA,37(37),,,
BUS112,4,JER,06:00 PM - 07:30 PM RA,37(37),,,
BUS112,5,RKs,02:40 PM - 04:10 PM RA,37(37),,,
BUS112,6,RKs,04:20 PM - 05:50 PM RA,37(37),,,
BUS112,7,Hmn,08:00 AM - 09:30 AM RA,36(36),,,
BUS112,8,Hmn,09:40 AM - 11:10 AM RA,36(36),,,
BUS112,9,MAIm,08:00 AM - 09:30 AM RA,36(36),,,
BUS112,10,MMRh,08:00 AM - 09:30 AM RA,36(36),,,
BUS112,11,Abs,09:40 AM - 11:10 AM RA,36(36),,,
BUS112,12,Abs,08:00 AM - 09:30 AM RA,36(36),,,
BUS112,13,AMO,08:00 AM - 09:30 AM RA,36(36),,,
BUS112,14,AMO,09:40 AM - 11:10 AM RA,36(36),,,
BUS112,16,MMR5,08:00 AM - 09:30 AM RA,36(36),,,
BUS112,17,MMR5,09:40 AM - 11:10 AM RA,36(36),,,
BUS112,18,INZ,01:00 PM - 02:30 PM MW,36(36),,,
BUS112,19,INZ,04:20 PM - 05:50 PM MW,36(36),,,
BUS112,20,Mde,04:20 PM - 05:50 PM RA,36(36),,,
BUS112,21,ANHS,08:00 AM - 09:30 AM RA,36(36),,,
BUS112,22,MRM2,08:00 AM - 09:30 AM RA,36(36),,,
BUS112,23,KSd,09:40 AM - 11:10 AM RA,36(36),,,
BUS112,24,KMz,02:40 PM - 04:10 PM RA,37(37),,,
BUS112,25,KMz,04:20 PM - 05:50 PM RA,37(37),,,
BUS112,26,MTK,06:00 PM - 07:30 PM ST,37(37),,,
BUS112,28,AMKN,04:20 PM - 05:50 PM RA,37(37),,,
BUS112,29,MAHn,06:00 PM - 07:30 PM ST,37(37),,,
BUS112,30,MAHn,04:20 PM - 05:50 PM ST,37(37),,,
BUS112,31,AHSr,04:20 PM - 05:50 PM RA,37(37),,,
BUS112,32,AHSr,06:00 PM - 07:30 PM RA,37(37),,,
BUS112,33,ANHs,09:40 AM - 11:10 AM RA,40(40),,,
BUS112,34,STRn,01:00 PM - 02:30 PM RA,37(37),,,
BUS112,35,RNM,04:20 PM - 05:50 PM RA,37(37),,,
BUS112,36,RNM,06:00 PM - 07:30 PM RA,37(37),,,
BUS135,1,BSK,08:00 AM - 09:30 AM ST,40(40),,,
BUS135,2,TBA,09:40 AM - 11:10 AM ST,40(40),,,
BUS135,3,HFN,09:40 AM - 11:10 AM ST,40(40),,,
BUS135,4,TBA,01:00 PM - 02:30 PM ST,45(45),,,
BUS135,5,HFN,01:00 PM - 02:30 PM ST,40(40),,,
BUS135,6,SAJ,04:20 PM - 05:50 PM ST,40(40),,,
BUS135,7,BSK,08:00 AM - 09:30 AM MW,40(40),,,
BUS135,8,ZTM,11:20 AM - 12:50 PM MW,40(40),,,
BUS135,9,FAS,01:00 PM - 02:30 PM MW,40(40),,,
BUS135,10,TBA,04:20 PM - 05:50 PM MW,40(40),,,
BUS135,11,SAJ,06:00 PM - 07:30 PM ST,40(40),,,
BUS135,12,AZD,08:00 AM - 09:30 AM RA,40(40),,,
BUS135,13,AYQ,08:00 AM - 09:30 AM RA,40(40),,,
BUS135,14,ADS1,08:00 AM - 09:30 AM RA,40(40),,,
BUS135,15,MJA1,08:00 AM - 09:30 AM RA,45(45),,,
BUS135,16,LRn,08:00 AM - 09:30 AM RA,45(45),,,
BUS135,17,MJA1,09:40 AM - 11:10 AM RA,35(35),,,
BUS135,18,MSA3,09:40 AM - 11:10 AM RA,40(40),,,
BUS135,19,LRn,09:40 AM - 11:10 AM RA,40(40),,,
BUS135,20,TBA,09:40 AM - 11:10 AM RA,35(35),,,
BUS135,21,AZD,09:40 AM - 11:10 AM RA,40(40),,,
BUS135,22,IMM,02:40 PM - 04:10 PM RA,40(40),,,
BUS135,23,MLtR,02:40 PM - 04:10 PM RA,40(40),,,
BUS135,24,SQM,02:40 PM - 04:10 PM RA,45(45),,,
BUS135,25,IMM,04:20 PM - 05:50 PM RA,40(40),,,
BUS172,1,TBA,08:00 AM - 09:30 AM ST,0(0),,,
BUS172,2,MdRH,08:00 AM - 09:30 AM ST,40(40),,,
BUS172,3,MHM,08:00 AM - 09:30 AM ST,40(40),,,
BUS172,4,MHM,09:40 AM - 11:10 AM ST,36(36),,,
BUS172,5,RUE,09:40 AM - 11:10 AM ST,45(45),,,
BUS172,6,BSK,04:20 PM - 05:50 PM ST,40(40),,,
BUS172,7,MHSN,08:00 AM - 09:30 AM MW,40(40),,,
BUS172,8,MWHB,08:00 AM - 09:30 AM MW,0(0),,,
BUS172,9,KMS2,08:00 AM - 09:30 AM MW,40(40),,,
BUS172,10,ARK1,08:00 AM - 09:30 AM MW,40(40),,,
BUS172,11,Mof,01:00 PM - 02:30 PM MW,40(40),,,
BUS172,12,BSK,06:00 PM - 07:30 PM ST,40(40),,,
BUS172,13,MKZ,08:00 AM - 09:30 AM RA,40(40),,,
BUS172,14,SRCy,08:00 AM - 09:30 AM RA,40(40),,,
BUS172,15,MMS1,08:00 AM - 09:30 AM RA,40(40),,,
BUS172,16,IAM,09:40 AM - 11:10 AM RA,40(40),,,
BUS172,17,HDO,09:40 AM - 11:10 AM RA,40(40),,,
BUS172,18,IAM,11:20 AM - 12:50 PM RA,40(40),,,
BUS172,19,MKZ,11:20 AM - 12:50 PM RA,40(40),,,
BUS172,20,SRcY,11:20 AM - 12:50 PM RA,40(40),,,
BUS172,21,HDO,11:20 AM - 12:50 PM RA,40(40),,,
BUS172,22,MMs1,11:20 AM - 12:50 PM RA,45(45),,,
BUS172,23,Min,01:00 PM - 02:30 PM RA,40(40),,,
BUS172,24,JHK,02:40 PM - 04:10 PM RA,40(40),,,
BUS172,26,MLtR,04:20 PM - 05:50 PM RA,40(40),,,
BUS172,27,SQM,04:20 PM - 05:50 PM RA,45(45),,,
BUS172,28,TBA,01:00 PM - 02:30 PM RA,40(40),,,
BUS172,29,MSA3,01:00 PM - 02:30 PM RA,45(45),,,
BUS172,30,TBA,01:00 PM - 02:30 PM RA,35(35),,,
BUS172,31,MHSN,02:40 PM - 04:10 PM RA,40(40),,,
BUS172,32,TBA,04:20 PM - 05:50 PM RA,40(40),,,
BUS172,33,TBA,06:00 PM - 07:30 PM RA,40(40),,,
BUS173,1,JAH,09:40 AM - 11:10 AM ST,40(40),,,
BUS173,2,JAH,11:20 AM - 12:50 PM ST,40(40),,,
BUS173,3,TBA,01:00 PM - 02:30 PM ST,0(0),,,
BUS173,4,ARK1,02:40 PM - 04:10 PM ST,40(40),,,
BUS173,5,RUE,02:40 PM - 04:10 PM ST,40(40),,,
BUS173,6,RAR,04:20 PM - 05:50 PM ST,45(45),,,
BUS173,7,MHM,08:00 AM - 09:30 AM MW,45(45),,,
BUS173,8,MHM,09:40 AM - 11:10 AM MW,35(35),,,
BUS173,9,RsJ,02:40 PM - 04:10 PM MW,35(35),,,
BUS173,10,FAS,02:40 PM - 04:10 PM MW,40(40),,,
BUS173,11,BSK,04:20 PM - 05:50 PM MW,40(40),,,
BUS173,12,MAU3,08:00 AM - 09:30 AM RA,35(29),,,
BUS173,13,ADS1,11:20 AM - 12:50 PM RA,35(35),,,
BUS173,14,Min,02:40 PM - 04:10 PM RA,40(40),,,
BUS173,15,JHK,04:20 PM - 05:50 PM RA,40(37),,,
BUS173,16,PKK,06:00 PM - 07:30 PM RA,35(6),,,
BUS173,17,MDRH,06:00 PM - 07:30 PM RA,40(40),,,
BUS173,18,RSj,09:40 AM - 11:10 AM ST,45(44),,,
BUS173,19,RsJ,08:00 AM - 09:30 AM ST,40(38),,,
BUS173,20,MMtn,09:40 AM - 11:10 AM RA,40(39),,,
BUS173,21,MMtn,09:40 AM - 11:10 AM RA,40(36),,,
BUS173,22,TBA,04:20 PM - 05:50 PM RA,40(18),,,
BUS173,23,MMtn,01:00 PM - 02:30 PM RA,40(40),,,
BUS251,1,TYA,09:40 AM - 11:10 AM ST,35(35),,,
BUS251,2,ZMU,09:40 AM - 11:10 AM ST,40(39),,,
BUS251,3,AmTr,01:00 PM - 02:30 PM ST,40(40),,,
BUS251,4,TYA,08:00 AM - 09:30 AM MW,45(45),,,
BUS251,5,Sqt,01:00 PM - 02:30 PM MW,40(40),,,
BUS251,6,LKK,01:00 PM - 02:30 PM MW,40(40),,,
BUS251,7,ZbR,02:40 PM - 04:10 PM MW,40(40),,,
BUS251,8,HMM1,04:20 PM - 05:50 PM MW,35(35),,,
BUS251,9,AmTR,04:20 PM - 05:50 PM MW,40(40),,,
BUS251,10,TBA,06:00 PM - 07:30 PM ST,0(0),,,
BUS251,11,LKK,06:00 PM - 07:30 PM ST,35(35),,,
BUS251,12,TYA,09:40 AM - 11:10 AM MW,45(45),,,
BUS251,13,FSS,09:40 AM - 11:10 AM MW,40(40),,,
BUS251,14,ZbR,04:20 PM - 05:50 PM ST,40(32),,,
BUS251,15,AFHN,04:20 PM - 05:50 PM ST,40(1),,,
BUS498,1,KsM,TBA,5(5),,,
BUS498,2,MDS,TBA,5(4),,,
BUS498,3,JnA,TBA,5(2),,,
BUS498,4,TBA,TBA,5(1),,,
BUS498,5,FAS,TBA,5(1),,,
BUS498,6,RUE,TBA,5(1),,,
BUS498,7,ARK1,TBA,5(5),,,
BUS498,8,SSH2,TBA,5(5),,,
BUS498,9,TBA,TBA,0(0),,,
BUS498,10,UTH,TBA,5(2),,,
BUS498,11,ZMU,TBA,5(5),,,
BUS498,12,ZbR,TBA,5(5),,,
BUS498,13,Alm,TBA,5(5),,,
BUS498,14,MFC,TBA,5(5),,,
BUS498,15,ShL,TBA,4(3),,,
BUS498,16,Zkj,TBA,4(4),,,
BUS498,17,ZTM,TBA,4(4),,,
BUS498,18,JAH,TBA,4(3),,,
BUS498,19,SNO,TBA,4(0),,,
BUS498,20,HFN,TBA,4(2),,,
BUS498,21,MHM,TBA,3(3),,,
BUS498,22,ShH,TBA,3(2),,,
BUS498,23,AIK,TBA,3(3),,,
BUS498,24,NwA,TBA,3(0),,,
BUS498,25,Mli,TBA,3(2),,,
BUS498,26,Sqt,TBA,3(3),,,
BUS498,27,QTI,TBA,3(3),,,
BUS498,28,BHj,TBA,3(3),,,
BUS498,29,SRS2,TBA,3(2),,,
BUS498,30,TYA,TBA,3(2),,,
BUS498,31,FsZ,TBA,3(3),,,
BUS498,32,MAO,TBA,3(3),,,
BUS498,33,HMM1,TBA,3(3),,,
BUS498,34,TuA,TBA,3(3),,,
BUS498,35,Ayn,TBA,3(0),,,
BUS498,36,RSj,TBA,3(2),,,
BUS498,37,Mof,TBA,3(3),,,
BUS498,38,KMS2,TBA,3(1),,,
BUS498,39,SmM4,TBA,3(3),,,
BUS498,40,Lkk,TBA,3(2),,,
BUS498,41,SYI,TBA,3(2),,,
BUS498,42,SAI2,TBA,3(3),,,
BUS498,43,YAR,TBA,3(1),,,
BUS498,44,MHCw,TBA,3(3),,,
BUS498,45,AmTr,TBA,3(3),,,
BUS498,46,BSK,TBA,3(3),,,
BUS498,47,RAR,TBA,3(3),,,
BUS498,48,TBA,TBA,4(0),,,
BUS498,49,TBA,TBA,4(0),,,
BUS498,50,Tmr,TBA,8(2),,,
BUS498,51,DSr,TBA,8(8),,,
BUS498,52,RDA,TBA,8(2),,,
BUS498,53,TBA,TBA,8(0),,,
BUS498,54,TBA,TBA,8(0),,,
BUS498,55,MHHS,TBA,7(3),,,
BUS498,56,FNa1,TBA,7(2),,,
BUS498,57,MeI,TBA,6(6),,,
BUS498,58,KNM1,TBA,6(1),,,
BUS498,59,MTdI,TBA,7(7),,,
BUS498,60,MNE,TBA,6(6),,,
BUS498,61,SMKN,TBA,6(5),,,
BUS498,62,SKI,TBA,5(1),,,
BUS498,63,ZTK,TBA,5(5),,,
BUS498,64,IJS,TBA,5(5),,,
BUS498,65,Rfe,TBA,5(5),,,
BUS498,66,SeH,TBA,5(5),,,
BUS498,67,MHZ,TBA,5(5),,,
BUS498,68,Sne,TBA,5(2),,,
BUS498,69,Onf,TBA,5(5),,,
BUS498,70,FHZ,TBA,5(5),,,
BUS498,71,SAW,TBA,5(0),,,
BUS498,72,Mbt,TBA,5(1),,,
BUS498,73,Fss,TBA,5(5),,,
BUS498,74,EhN,TBA,5(5),,,
BUS498,75,Fzy,TBA,5(2),,,
BUS498,76,TFZ,TBA,5(2),,,
BUS498,77,FCH,TBA,5(0),,,
BUS498,78,FdF,TBA,5(5),,,
BUS498,79,SSA1,TBA,5(0),,,
BUS498,80,MeSK,TBA,5(0),,,
BUS498,81,NYM,TBA,5(5),,,
BUS498,82,AFMO,TBA,5(5),,,
BUS498,83,SaRN,TBA,5(5),,,
BUS498,84,TBA,TBA,4(4),,,
BUS498,85,TBA,TBA,4(4),,,
BUS498,86,TBA,TBA,4(4),,,
BUS498,87,TBA,TBA,4(3),,,
BUS498,88,TBA,TBA,6(5),,,
BUS498,89,TBA,TBA,6(6),,,
BUS498,90,TBA,TBA,4(4),,,
BUS498,91,TBA,TBA,4(4),,,
BUS498,92,TBA,TBA,4(4),,,
BUS498,93,TBA,TBA,4(1),,,
BUS498,94,TBA,TBA,4(4),,,
BUS498,95,TBA,TBA,4(2),,,
BUS498,96,TBA,TBA,6(3),,,
BUS498,97,TBA,TBA,4(4),,,
BUS498,98,TBA,TBA,7(7),,,
BUS498,99,TBA,TBA,4(4),,,
BUS498,100,TBA,TBA,4(4),,,
BUS498,101,TBA,TBA,4(4),,,
BUS498,102,TBA,TBA,4(4),,,
BUS498,103,TBA,TBA,7(2),,,
BUS498,104,TBA,TBA,4(4),,,
BUS498,105,TBA,TBA,4(0),,,
BUS498,106,TBA,TBA,4(3),,,
BUS498,107,TBA,TBA,4(4),,,
BUS498,108,TBA,TBA,4(4),,,
BUS498,109,TBA,TBA,6(6),,,
BUS498,110,TBA,TBA,4(4),,,
BUS498,111,TBA,TBA,4(0),,,
BUS498,112,TBA,TBA,4(0),,,
BUS498,113,TBA,TBA,4(0),,,
BUS498,114,TBA,TBA,4(0),,,
BUS498,115,TBA,TBA,4(0),,,
BUS498,116,TBA,TBA,4(0),,,
BUS498,117,TBA,TBA,4(0),,,
BUS498,118,TBA,TBA,4(0),,,
BUS498,119,TBA,TBA,4(0),,,
BUS498,120,TBA,TBA,4(0),,,
BUS498,121,TBA,TBA,4(0),,,
BUS498,122,TBA,TBA,4(0),,,
BUS498,123,TBA,TBA,4(0),,,
BUS498,124,TBA,TBA,4(0),,,
BUS498,125,TBA,TBA,4(0),,,
BUS498,126,TBA,TBA,2(0),,,
BUS498,127,TBA,TBA,2(0),,,
BUS500,2,TBA,07:00 PM - 10:10 PM A,35(4),,,
BUS500,3,SRUA,07:00 PM - 10:10 PM R,35(0),,,
BUS501,1,FAS,07:00 PM - 10:10 PM M,35(3),,,
BUS501,2,AkM2,07:00 PM - 10:10 PM R,35(28),,,
BUS501,3,Mot,07:00 PM - 10:10 PM T,35(2),,,
BUS501,4,OMG,07:00 PM - 10:10 PM A,35(10),,,
BUS505,1,FjM,07:00 PM - 10:10 PM W,35(4),,,
BUS505,2,MIBS,07:00 PM - 10:10 PM S,35(14),,,
BUS505,3,MFRN,07:00 PM - 10:10 PM R,35(0),,,
BUS505,4,MdMZ,07:00 PM - 10:10 PM A,35(35),,,
BUS511,1,FAS,07:00 PM - 10:10 PM W,35(2),,,
BUS511,2,TMY,03:00 PM - 06:30 PM M,35(35),,,
BUS511,3,AbSA,07:00 PM - 10:10 PM T,35(24),,,
BUS511,4,KZn,07:00 PM - 10:10 PM S,35(6),,,
BUS511,5,KZn,07:00 PM - 10:10 PM A,35(11),,,
BUS516,1,UTH,07:00 PM - 10:10 PM R,35(14),,,
BUS516,2,UTH,03:00 PM - 06:30 PM A,35(13),,,
BUS516,3,ABKr,07:00 PM - 10:10 PM W,35(18),,,
BUS516,4,MdMI,07:00 PM - 10:10 PM M,35(17),,,
BUS518,1,ItA,07:00 PM - 10:10 PM W,35(35),,,
BUS518,2,NMA,07:00 PM - 10:10 PM M,35(28),,,
BUS518,3,Zmn,07:00 PM - 10:10 PM T,35(11),,,
BUS518,4,SAA4,03:00 PM - 06:30 PM A,35(16),,,
BUS520,1,MdS,03:00 PM - 06:30 PM R,35(12),,,
BUS520,2,MdS,03:00 PM - 06:30 PM A,35(6),,,
BUS520,3,ZMU,07:00 PM - 10:10 PM M,35(24),,,
BUS520,4,ZMU,07:00 PM - 10:10 PM F,35(17),,,
BUS520,5,ULM,07:00 PM - 10:10 PM S,35(4),,,
BUS520,6,ULM,09:00 AM - 12:30 PM F,35(3),,,
BUS525,1,Tmr,07:00 PM - 10:10 PM M,35(24),,,
BUS525,2,Tmr,07:00 PM - 10:10 PM W,35(29),,,
BUS525,3,SBn,07:00 PM - 10:10 PM S,35(35),,,
BUS525,4,SBn,07:00 PM - 10:10 PM T,35(35),,,
BUS525,5,SAF1,03:00 PM - 06:30 PM A,35(15),,,
BUS530,1,Tmr,07:00 PM - 10:10 PM T,35(35),,,
BUS530,2,AKP,07:00 PM - 10:10 PM R,35(34),,,
BUS530,3,ZB,07:00 PM - 10:10 PM M,35(35),,,
BUS530,4,QSn,07:00 PM - 10:10 PM W,35(10),,,
BUS530,5,MAU3,07:00 PM - 10:10 PM A,35(23),,,
BUS535,1,DSr,07:00 PM - 10:10 PM M,35(10),,,
BUS535,2,NZQ,07:00 PM - 10:10 PM W,35(14),,,
BUS535,3,TBA,07:00 PM - 10:10 PM R,35(9),,,
BUS535,4,ZbR,07:00 PM - 10:10 PM S,35(10),,,
BUS535,5,MTDI,07:00 PM - 10:10 PM T,35(35),,,
BUS535,6,MNE,07:00 PM - 10:10 PM A,35(35),,,
BUS601,1,KsM,03:00 PM - 06:30 PM T,35(23),,,
BUS601,2,KsM,07:00 PM - 10:10 PM T,35(35),,,
BUS601,3,Alm,07:00 PM - 10:10 PM S,35(34),,,
BUS601,4,QAF,07:00 PM - 10:10 PM W,35(16),,,
BUS601,5,SRCy,07:00 PM - 10:10 PM F,35(21),,,
BUS620,1,TBA,09:00 AM - 12:30 PM F,35(7),,,
BUS620,2,RUE,07:00 PM - 10:10 PM W,35(2),,,
BUS620,3,MHHS,07:00 PM - 10:10 PM T,35(5),,,
BUS620,4,MNE,07:00 PM - 10:10 PM R,35(35),,,
BUS620,5,SMKN,07:00 PM - 10:10 PM S,35(35),,,
BUS635,1,SHNM,07:00 PM - 10:10 PM A,35(8),,,
BUS635,2,Rma,07:00 PM - 10:10 PM W,35(35),,,
BUS635,3,Rma,07:00 PM - 10:10 PM M,35(35),,,
BUS635,4,TNK,07:00 PM - 10:10 PM R,35(35),,,
BUS635,5,SNO,07:00 PM - 10:10 PM S,35(35),,,
BUS650,1,ZTM,07:00 PM - 10:10 PM S,35(19),,,
BUS650,2,ZTM,07:00 PM - 10:10 PM T,35(35),,,
BUS650,3,SNO,07:00 PM - 10:10 PM M,35(35),,,
BUS650,4,Hsi,03:00 PM - 06:30 PM A,35(35),,,
BUS685,1,MeI,07:00 PM - 10:10 PM S,35(23),,,
BUS685,2,MeI,07:00 PM - 10:10 PM T,35(35),,,
BUS685,3,ZkJ,07:00 PM - 10:10 PM R,35(35),,,
BUS685,4,ZMU,07:00 PM - 10:10 PM A,35(22),,,
BUS690,1,MdS,07:00 PM - 10:10 PM S,35(31),,,
BUS690,2,MdS,07:00 PM - 10:10 PM R,35(6),,,
BUS690,3,NZQ,07:00 PM - 10:10 PM M,35(35),,,
BUS690,4,ZkJ,07:00 PM - 10:10 PM A,35(35),,,
BUS698,1,TBA,TBA,45(11),,,
BUS698,2,TBA,TBA,45(0),,,
BUS698,3,TBA,TBA,45(0),,,
BUS698,4,TBA,TBA,45(0),,,
BUS698,5,TBA,TBA,45(0),,,
BUS699,1,TBA,TBA,45(11),,,
BUS699,2,TBA,TBA,45(0),,,
BUS699,3,TBA,TBA,45(0),,,
BUS699,4,TBA,TBA,45(0),,,
BUS700,1,ZkJ,07:00 PM - 10:10 PM F,35(9),,,
CE6000A,1,TMY,TBA,5(1),,,
CE6000A,2,Sbc,TBA,5(0),,,
CE6000B,1,Nzu,TBA,1(0),,,
CE6102,1,NLM,09:00 AM - 12:00 PM F,35(9),,,
CE6106,1,TBA,07:00 PM - 10:10 PM A,40(12),,,
CE6204,2,NMSN,07:00 PM - 10:10 PM R,35(6),,,
CE6315,1,Sji,07:00 PM - 10:10 PM T,35(6),,,
CE6505,1,Sbc,03:00 PM - 06:00 PM F,40(16),,,
CE6606,1,Sbc,02:40 PM - 05:50 PM A,35(18),,,
CEE100,1,SRI,02:40 PM - 04:10 PM RA,43(43),,,
CEE100,2,SRI,04:20 PM - 05:50 PM RA,43(43),,,
CEE100,3,HASw,08:00 AM - 09:30 AM MW,43(43),,,
CEE100,4,HASw,04:20 PM - 05:50 PM RA,80(78),,,
CEE100,5,TBA,04:20 PM - 05:50 PM RA,40(40),,,
CEE110,1,TTA,11:20 AM - 02:30 PM M,20(20),,,
CEE110,2,TTA,02:40 PM - 05:50 PM M,20(20),,,
CEE110,3,Sjd,08:00 AM - 11:10 AM M,20(20),,,
CEE110,4,Sjd,08:00 AM - 11:10 AM W,20(20),,,
CEE110,5,SNF,11:20 AM - 02:30 PM W,20(20),,,
CEE110,6,SNF,02:40 PM - 05:50 PM W,20(20),,,
CEE110,7,SIU,02:40 PM - 05:50 PM S,20(20),,,
CEE209,1,Seq,11:20 AM - 12:50 PM ST,37(37),,,
CEE209,2,Seq,09:40 AM - 11:10 AM MW,37(37),,,
CEE209,3,Seq,11:20 AM - 12:50 PM MW,37(37),,,
CEE209,4,NEM,11:20 AM - 12:50 PM ST,35(35),,,
CEE209L,1,TBA,11:20 AM - 02:30 PM W,25(9),,,
CEE210,1,TTA,09:40 AM - 11:10 AM MW,40(40),,,
CEE210,2,NMSN,01:00 PM - 02:30 PM ST,40(40),,,
CEE210,3,NMSN,09:40 AM - 11:10 AM ST,40(40),,,
CEE211,1,Nmr,09:40 AM - 11:10 AM ST,40(40),,,
CEE211,2,Nmr,09:40 AM - 11:10 AM MW,40(40),,,
CEE211,3,Nmr,11:20 AM - 12:50 PM MW,40(40),,,
CEE211L,1,NMR,01:00 PM - 04:10 PM M,25(25),,,
CEE211L,2,NMR,01:00 PM - 04:10 PM W,25(25),,,
CEE212,1,Rqa,09:40 AM - 11:10 AM RA,40(40),,,
CEE212,2,MIK,02:40 PM - 04:10 PM RA,40(40),,,
CEE212,4,MIK,01:00 PM - 02:30 PM RA,40(40),,,
CEE212L,1,TMY,09:40 AM - 12:50 PM W,25(24),,,
CEE212L,2,TMY,01:00 PM - 04:10 PM W,25(25),,,
CEE213,1,SLW,11:20 AM - 12:50 PM RA,38(38),,,
CEE213,2,SLW,02:40 PM - 04:10 PM RA,38(38),,,
CEE213,3,SLW,04:20 PM - 05:50 PM RA,38(38),,,
CEE213L,1,MIF,11:20 AM - 02:30 PM S,25(25),,,
CEE213L,2,MIF,02:40 PM - 05:50 PM S,25(25),,,
CEE213L,3,MIF,11:20 AM - 02:30 PM T,25(25),,,
CEE213L,4,MIF,02:40 PM - 05:50 PM T,25(25),,,
CEE213L,5,MIF,02:40 PM - 05:50 PM A,25(25),,,
CEE214,1,NMSN,08:00 AM - 09:30 AM MW,45(45),,,
CEE214,2,NMSN,09:40 AM - 11:10 AM MW,45(45),,,
CEE214L,1,TTA,11:20 AM - 02:30 PM S,27(27),,,
CEE214L,2,TTA,02:40 PM - 05:50 PM S,27(27),,,
CEE215,1,TMY,09:40 AM - 11:10 AM ST,37(37),,,
CEE215,2,TMY,08:00 AM - 09:30 AM ST,37(37),,,
CEE240,1,MMS4,09:40 AM - 11:10 AM ST,40(30),,,
CEE240,2,MMS4,11:20 AM - 12:50 PM ST,40(40),,,
CEE240L,1,MMS4,01:00 PM - 04:10 PM T,25(16),,,
CEE240L,2,MMS4,01:00 PM - 04:10 PM R,25(25),,,
CEE250,1,Jbr,09:40 AM - 11:10 AM MW,44(44),,,
CEE250L,1,Jbr,02:40 PM - 05:50 PM M,25(25),,,
CEE250L,2,Jbr,02:40 PM - 05:50 PM W,25(25),,,
CEE260,1,Sji,11:20 AM - 12:50 PM ST,40(34),,,
CEE260,2,Sji,01:00 PM - 02:30 PM ST,40(40),,,
CEE271L,1,YKB,11:20 AM - 02:30 PM M,25(25),,,
CEE271L,2,YKB,02:40 PM - 05:50 PM M,25(25),,,
CEE271L,3,YKB,11:20 AM - 02:30 PM W,15(15),,,
CEE310,1,AMW,09:40 AM - 11:10 AM ST,41(41),,,
CEE310,2,AMW,09:40 AM - 11:10 AM MW,45(45),,,
CEE330,3,MIK,04:20 PM - 05:50 PM RA,45(45),,,
CEE330L,1,Nzu,11:20 AM - 02:30 PM S,28(28),,,
CEE330L,2,Nzu,11:20 AM - 02:30 PM T,28(27),,,
CEE331,2,TMY,01:00 PM - 02:30 PM ST,42(42),,,
CEE335,1,Nzu,02:40 PM - 04:10 PM MW,40(40),,,
CEE335,2,Nzu,11:20 AM - 12:50 PM MW,40(40),,,
CEE335L,1,Mfq,09:40 AM - 12:50 PM R,28(28),,,
CEE335L,2,Mfq,01:00 PM - 04:10 PM R,28(28),,,
CEE340,1,MMS4,01:00 PM - 02:30 PM MW,40(40),,,
CEE350,1,SbC,11:20 AM - 12:50 PM MW,35(28),,,
CEE350,2,SbC,02:40 PM - 04:10 PM MW,40(25),,,
CEE360,1,Sji,11:20 AM - 12:50 PM MW,40(34),,,
CEE360L,1,AMW,01:00 PM - 04:10 PM S,25(14),,,
CEE360L,2,AMW,01:00 PM - 04:10 PM T,25(13),,,
CEE370,1,NEM,11:20 AM - 12:50 PM MW,40(31),,,
CEE370L,1,TBA,11:20 AM - 02:30 PM T,25(0),,,
CEE371L,1,TTA,11:20 AM - 02:30 PM T,25(10),,,
CEE373,1,AMW,01:00 PM - 02:30 PM MW,42(42),,,
CEE373L,1,TBA,11:20 AM - 02:30 PM T,25(3),,,
CEE415,1,SbC,09:40 AM - 11:10 AM MW,35(19),,,
CEE430,1,Nzu,02:40 PM - 04:10 PM ST,43(43),,,
CEE437,1,Mfq,02:40 PM - 04:10 PM ST,40(16),,,
CEE450,1,Jbr,11:20 AM - 12:50 PM MW,40(40),,,
CEE460,1,Nmr,11:20 AM - 12:50 PM ST,42(42),,,
CEE470,1,Seq,09:40 AM - 11:10 AM ST,40(40),,,
CEE472,1,Sji,01:00 PM - 02:30 PM MW,40(34),,,
CEE492,1,Sji,TBA,5(1),,,
CEE492,2,Jbr,TBA,0(0),,,
CEE492,3,Nzu,TBA,0(0),,,
CEE492,4,Nmr,TBA,5(0),,,
CEE492,5,Sbc,TBA,3(0),,,
CEE492,6,NEM,TBA,3(0),,,
