Bus Name,Routes
Titas (তিতাস),⇄ Chiriyakhana (চিরিয়াখানা) ⇄ Mirpur 1 (মিরপুর ১) ⇄ Gabtoli (গাবতলি) ⇄ Savar (সাভার) ⇄ Nobinagar (নবীনগর) ⇄ Chandra (চন্দ্রা)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Transilva (ট্রান্সিল্ভা),⇄ Mirpur 1 (মিরপুর ১) ⇄ Ansar Camp (আনসার ক্যাম্প) ⇄ Technical (টেকনিক্যাল) ⇄ Kallyanpur (কল্যাণপুর) ⇄ Shyamoli (শ্যামলী) ⇄ Shishu Mela (শিশু মেলা) ⇄ College Gate (কলেজ গেট) ⇄ Asad Gate (আসাদ গেট) ⇄ Dhanmondi 27 (ধানমন্ডি ২৭) ⇄ Dhanmondi 32 (ধানমন্ডি ৩২) ⇄ Kalabagan (কলাবাগান) ⇄ Science Lab (বিজ্ঞান গবেষণা প্রযুক্তি) ⇄ Bata Signal (বাটা সিগন্যাল) ⇄ Shahbag (শাহবাগ) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ High Court (উচ্চ আদালত) ⇄ Press Club (প্রেস ক্লাব) ⇄ Paltan (পল্টন) ⇄ GPO (জিপিও) ⇄ Gulistan (গুলিস্তান) ⇄ Motijheel (মতিঝিল) ⇄ Sayapabad (সায়াপাবাদ) ⇄ Janapoth Moor (জনপথ মোড়) ⇄ Jatrabari (যাত্রাবাড়ি)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Trust Transport Services (ট্রাষ্ট ট্রান্সপোর্ট),⇄ Mirpur 10 (মিরপুর ১০) ⇄ Mirpur 13 (মিরপুর ১৩) ⇄ Mirpur 14 (মিরপুর ১৪) ⇄ Kochukhet (কচুক্ষেত) ⇄ Sainik Club (সৈনিক ক্লাব) ⇄ Banani (বনানী)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Trust Transport Services (ট্রাষ্ট ট্রান্সপোর্ট),⇄ Mirpur 10 (মিরপুর ১০) ⇄ Mirpur 13 (মিরপুর ১৩) ⇄ Mirpur 14 (মিরপুর ১৪) ⇄ Kochukhet (কচুক্ষেত) ⇄ Workshop (ওয়ার্কশপ) ⇄ Saudi Colony (সৌদি কলোনি) ⇄ Jahangir Gate (জাহাঙ্গীর গেট) ⇄ Farmgate (ফার্মগেট) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Shahbag (শাহবাগ)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Trust Transport Services (ট্রাষ্ট ট্রান্সপোর্ট),⇄ Mirpur (DOHS) (মিরপুর - ডিওএইচএস) ⇄ Kalshi (কালশী) ⇄ ECB Square (ইসিবি স্কয়ার) ⇄ Garrison (Cantonment) (গ্যারিসন - ক্যান্টনমেন্ট) ⇄ Adamjee School (আদমজী স্কুল) ⇄ Workshop (ওয়ার্কশপ) ⇄ Saudi Colony (সৌদি কলোনি) ⇄ Jahangir Gate (জাহাঙ্গীর গেট) ⇄ Farmgate (ফার্মগেট) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Shahbag (শাহবাগ) ⇄ High Court (উচ্চ আদালত) ⇄ Press Club (প্রেস ক্লাব) ⇄ Paltan (পল্টন) ⇄ Dainik Bangla Moor (দৈনিক বাংলা মোড়) ⇄ Motijheel (মতিঝিল)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Trust Transport Services (AC) (ট্রাষ্ট ট্রান্সপোর্ট),⇄ Mirpur (DOHS) (মিরপুর - ডিওএইচএস) ⇄ Kalshi (কালশী) ⇄ ECB Square (ইসিবি স্কয়ার) ⇄ Garrison (Cantonment) (গ্যারিসন - ক্যান্টনমেন্ট) ⇄ Adamjee School (আদমজী স্কুল) ⇄ Workshop (ওয়ার্কশপ) ⇄ Saudi Colony (সৌদি কলোনি) ⇄ Jahangir Gate (জাহাঙ্গীর গেট) ⇄ Farmgate (ফার্মগেট) ⇄ Kawran Bazar (কাওরান বাজার)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Turag (গ্রেট তুরাগ),⇄ Jatrabari (যাত্রাবাড়ি) ⇄ Sayapabad (সায়াপাবাদ) ⇄ Mugdapara (মুগদাপাড়া) ⇄ Bashabo (বাসাবো) ⇄ Khilgaon (খিলগাঁও) ⇄ Malibaag Moor (মালিবাগ মোড়) ⇄ Rampura Bazar (রামপুরা বাজার) ⇄ Rampura Bridge (রামপুরা ব্রিজ) ⇄ Merul Badda (মেরুল বাড্ডা) ⇄ Badda (বাড্ডা) ⇄ Uttar Badda (উত্তর বাড্ডা) ⇄ Bashtola (বাঁশতলা) ⇄ Notun Bazar (নতুন বাজার) ⇄ Nadda (নদ্দা) ⇄ Bashundhara (বসুন্ধরা) ⇄ Jamuna Future Park (যমুনা ফিউচার পার্ক) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Khilkhet (খিলক্ষেত) ⇄ Airport (বিমানবন্দর) ⇄ Jashimuddin (Uttara) (জসিমউদ্দিন - উত্তরা) ⇄ Rajlakshmi (রাজলক্ষ্মী) ⇄ Azampur (আজমপুর) ⇄ House Building (হাউজ বিল্ডিং) ⇄ Abdullahpur (আব্দুল্লাহপুর) ⇄ Tongi (টঙ্গী)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Victor Classic (ভিক্টর ক্লাসিক),⇄ Sadarghat (সদরঘাট) ⇄ Ray Saheb Bazar (রায় সাহেব বাজার) ⇄ Naya Bazar (নয়া বাজার) ⇄ Golap Shah Mazar (গোলাপ শাহ মাজার) ⇄ GPO (জিপিও) ⇄ Paltan (পল্টন) ⇄ Kakrail (কাকরাইল) ⇄ Shantinagar (শান্তিনগর) ⇄ Malibaag Moor (মালিবাগ মোড়) ⇄ Mouchak (মৌচাক) ⇄ Malibagh Railgate (মালিবাগ রেলগেট) ⇄ Hazipara (হাজীপাড়া) ⇄ Rampura Bazar (রামপুরা বাজার) ⇄ Rampura Bridge (রামপুরা ব্রিজ) ⇄ Merul Badda (মেরুল বাড্ডা) ⇄ Badda (বাড্ডা) ⇄ Shahjadpur (শাহজাদপুর) ⇄ Bashtola (বাঁশতলা) ⇄ Notun Bazar (নতুন বাজার) ⇄ Nadda (নদ্দা) ⇄ Bashundhara (বসুন্ধরা) ⇄ Jamuna Future Park (যমুনা ফিউচার পার্ক) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Victor Paribahan (ভিক্টর পরিবহন),⇄ Sadarghat (সদরঘাট) ⇄ Ray Saheb Bazar (রায় সাহেব বাজার) ⇄ Naya Bazar (নয়া বাজার) ⇄ Golap Shah Mazar (গোলাপ শাহ মাজার) ⇄ GPO (জিপিও) ⇄ Paltan (পল্টন) ⇄ Kakrail (কাকরাইল) ⇄ Shantinagar (শান্তিনগর) ⇄ Malibaag Moor (মালিবাগ মোড়) ⇄ Mouchak (মৌচাক) ⇄ Malibagh Railgate (মালিবাগ রেলগেট) ⇄ Hazipara (হাজীপাড়া) ⇄ Rampura Bazar (রামপুরা বাজার) ⇄ Rampura Bridge (রামপুরা ব্রিজ) ⇄ Merul Badda (মেরুল বাড্ডা) ⇄ Badda (বাড্ডা) ⇄ Shahjadpur (শাহজাদপুর) ⇄ Bashtola (বাঁশতলা) ⇄ Notun Bazar (নতুন বাজার) ⇄ Nadda (নদ্দা) ⇄ Bashundhara (বসুন্ধরা) ⇄ Jamuna Future Park (যমুনা ফিউচার পার্ক) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড)⏰ Starting Time: 06:30 AM & Closing Time: 10:30 PM🚌 Seating Service Type: Semi-Seating Service 
VIP 27 (ভিআইপি ২৭),⇄ Azimpur (আজিমপুর) ⇄ Nilkhet (নীলক্ষেত) ⇄ New Market (নিউ মার্কেট) ⇄ City College (সিটি কলেজ) ⇄ Kalabagan (কলাবাগান) ⇄ Banani (বনানী) ⇄ Kakali (কাকলী) ⇄ MES (এমইএস) ⇄ Shewra (শেওড়া) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড) ⇄ Khilkhet (খিলক্ষেত) ⇄ Airport (বিমানবন্দর) ⇄ Jashimuddin (Uttara) (জসিমউদ্দিন - উত্তরা) ⇄ Rajlakshmi (রাজলক্ষ্মী) ⇄ Azampur (আজমপুর) ⇄ House Building (হাউজ বিল্ডিং) ⇄ Abdullahpur (আব্দুল্লাহপুর) ⇄ Tongi (টঙ্গী) ⇄ Station Road (স্টেশন রোড) ⇄ Mill Gate (মিল গেট) ⇄ Board Bazar (বোর্ড বাজার) ⇄ Gazipur Chourasta (গাজীপুর চৌরাস্তা)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
Welcome (ওয়েলকাম),⇄ Nandan Park (নন্দন পার্ক) ⇄ Zirani Bazar (জিরানী বাজার) ⇄ Baipayl (বাইপাইল) ⇄ Nobinagar (নবীনগর) ⇄ Savar (সাভার) ⇄ Hemayetpur (হেমায়েতপুর) ⇄ Amin Bazar (আমিন বাজার) ⇄ Gabtoli (গাবতলি) ⇄ Technical (টেকনিক্যাল) ⇄ Kallyanpur (কল্যাণপুর) ⇄ Shyamoli (শ্যামলী) ⇄ Shishu Mela (শিশু মেলা) ⇄ College Gate (কলেজ গেট) ⇄ Asad Gate (আসাদ গেট) ⇄ Khamar Bari (খামার বাড়ি) ⇄ Farmgate (ফার্মগেট) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Shahbag (শাহবাগ) ⇄ High Court (উচ্চ আদালত) ⇄ Press Club (প্রেস ক্লাব) ⇄ Paltan (পল্টন) ⇄ GPO (জিপিও) ⇄ Gulistan (গুলিস্তান) ⇄ Motijheel (মতিঝিল)⏰ Starting Time: 05:30 AM & Closing Time: 10:30 PM🚌 Seating Service Type: Semi-Seating Service 
Winner (উইনার),⇄ Azimpur (আজিমপুর) ⇄ Eden College (ইডেন কলেজ) ⇄ Nilkhet (নীলক্ষেত) ⇄ New Market (নিউ মার্কেট) ⇄ Science Lab (বিজ্ঞান গবেষণা প্রযুক্তি) ⇄ City College (সিটি কলেজ) ⇄ Kalabagan (কলাবাগান) ⇄ Panthopoth (পান্থপথ) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Bot tola (বট তলা) ⇄ Nabisco (নাবিস্কো) ⇄ Mohakhali (মহাখালী) ⇄ Wireless (ওয়্যারলেস) ⇄ Gulshan 1 (গুলশান ১) ⇄ Badda (বাড্ডা) ⇄ Badda Link Road (বাড্ডা লিংক রোড) ⇄ Uttar Badda (উত্তর বাড্ডা) ⇄ Shahjadpur (শাহজাদপুর) ⇄ Bashtola (বাঁশতলা) ⇄ Notun Bazar (নতুন বাজার) ⇄ Nadda (নদ্দা) ⇄ Bashundhara (বসুন্ধরা) ⇄ Jamuna Future Park (যমুনা ফিউচার পার্ক) ⇄ Kuril Bishwa Road (কুড়িল বিশ্ব রোড)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
13 No. (১৩নং),⇄ Mohammadpur (মোহাম্মদপুর) ⇄ Shankar (শঙ্কর) ⇄ Star Kabab (স্টার কাবাব) ⇄ Dhanmondi 15 (ধানমন্ডি ১৫) ⇄ Jigatola (জিগাতোলা) ⇄ City College (সিটি কলেজ) ⇄ Science Lab (বিজ্ঞান গবেষণা প্রযুক্তি) ⇄ New Market (নিউ মার্কেট) ⇄ Nilkhet (নীলক্ষেত) ⇄ Azimpur (আজিমপুর)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
4 No. Alike (৪নং),⇄ Balughat (বালুঘাট) ⇄ Signal (সিগন্যাল) ⇄ CMH (সিএমএইচ) ⇄ Garrison (Cantonment) (গ্যারিসন - ক্যান্টনমেন্ট) ⇄ Adamjee School (আদমজী স্কুল) ⇄ Workshop (ওয়ার্কশপ) ⇄ Jahangir Gate (জাহাঙ্গীর গেট) ⇄ Bijoy Sarani (বিজয় সারাণী) ⇄ Farmgate (ফার্মগেট) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Shahbag (শাহবাগ) ⇄ Paltan (পল্টন) ⇄ Gulistan (গুলিস্তান) ⇄ Motijheel (মতিঝিল)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
6 No. (৬নং),⇄ Kamalapur (কমলাপুর) ⇄ Motijheel (মতিঝিল) ⇄ Gulistan (গুলিস্তান) ⇄ GPO (জিপিও) ⇄ Paltan (পল্টন) ⇄ Kakrail (কাকরাইল) ⇄ Shantinagar (শান্তিনগর) ⇄ Malibaag Moor (মালিবাগ মোড়) ⇄ Mouchak (মৌচাক) ⇄ Mogbazar (মগবাজার) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Farmgate (ফার্মগেট) ⇄ Jahangir Gate (জাহাঙ্গীর গেট) ⇄ Bijoy Sarani (বিজয় সারাণী) ⇄ Mohakhali (মহাখালী) ⇄ Gulshan 1 (গুলশান ১) ⇄ Gulshan 2 (গুলশান ২) ⇄ Notun Bazar (নতুন বাজার)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
6 No. Motijheel Banani Transport (৬নং মতিঝিল বনানী ট্রান্সপোর্ট),⇄ Kamalapur (কমলাপুর) ⇄ Motijheel (মতিঝিল) ⇄ Gulistan (গুলিস্তান) ⇄ GPO (জিপিও) ⇄ Paltan (পল্টন) ⇄ Kakrail (কাকরাইল) ⇄ Shantinagar (শান্তিনগর) ⇄ Malibaag Moor (মালিবাগ মোড়) ⇄ Mouchak (মৌচাক) ⇄ Mogbazar (মগবাজার) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Farmgate (ফার্মগেট) ⇄ Jahangir Gate (জাহাঙ্গীর গেট) ⇄ Bijoy Sarani (বিজয় সারাণী) ⇄ Mohakhali (মহাখালী) ⇄ Gulshan 1 (গুলশান ১) ⇄ Gulshan 2 (গুলশান ২) ⇄ Notun Bazar (নতুন বাজার)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
7 No. (৭নং),⇄ Gabtoli (গাবতলি) ⇄ Technical (টেকনিক্যাল) ⇄ Kallyanpur (কল্যাণপুর) ⇄ Shyamoli (শ্যামলী) ⇄ Shishu Mela (শিশু মেলা) ⇄ College Gate (কলেজ গেট) ⇄ Asad Gate (আসাদ গেট) ⇄ Dhanmondi 27 (ধানমন্ডি ২৭) ⇄ Dhanmondi 32 (ধানমন্ডি ৩২) ⇄ Kalabagan (কলাবাগান) ⇄ Science Lab (বিজ্ঞান গবেষণা প্রযুক্তি) ⇄ Katabon (কাটাবন) ⇄ Shahbag (শাহবাগ) ⇄ High Court (উচ্চ আদালত) ⇄ Press Club (প্রেস ক্লাব) ⇄ Paltan (পল্টন) ⇄ GPO (জিপিও) ⇄ Golap Shah Mazar (গোলাপ শাহ মাজার) ⇄ Gulistan (গুলিস্তান) ⇄ Naya Bazar (নয়া বাজার) ⇄ Ray Saheb Bazar (রায় সাহেব বাজার) ⇄ Sadarghat (সদরঘাট)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
8 No. (৮নং),⇄ Jatrabari (যাত্রাবাড়ি) ⇄ Janapoth Moor (জনপথ মোড়) ⇄ Sayapabad (সায়াপাবাদ) ⇄ Motijheel (মতিঝিল) ⇄ Dainik Bangla Moor (দৈনিক বাংলা মোড়) ⇄ Paltan (পল্টন) ⇄ Press Club (প্রেস ক্লাব) ⇄ Matsya Bhaban (মৎস্য ভবন) ⇄ High Court (উচ্চ আদালত) ⇄ Shahbag (শাহবাগ) ⇄ Bangla Motor (বাংলা মোটর) ⇄ Kawran Bazar (কাওরান বাজার) ⇄ Farmgate (ফার্মগেট) ⇄ Khamar Bari (খামার বাড়ি) ⇄ Asad Gate (আসাদ গেট) ⇄ College Gate (কলেজ গেট) ⇄ Shishu Mela (শিশু মেলা) ⇄ Shyamoli (শ্যামলী) ⇄ Kallyanpur (কল্যাণপুর) ⇄ Technical (টেকনিক্যাল) ⇄ Gabtoli (গাবতলি)⏰ Starting Time: 06:00 AM & Closing Time: 10:00 PM🚌 Seating Service Type: Semi-Seating Service 
