Course,Section,Faculty,Time,Room,Semester,Predicted Faculty,Records
BIO202L,12,SRS1,A 11:20 AM - 02:20 PM,SAC413_V,,,
BSC201,1,AK,RA 08:00 AM - 09:30 AM,SAC315,,,
BUS112,1,Mdt,RA 02:40 PM - 04:10 PM,NAC207,,,
BUS112,2,Mdt,RA 04:20 PM - 05:50 PM,NAC207,,,
BUS112,3,JER,RA 04:20 PM - 05:50 PM,SAC211,,,
BUS112,4,JER,RA 06:00 PM - 07:30 PM,SAC203,,,
BUS112,5,RKs,RA 04:20 PM - 05:50 PM,NAC307,,,
BUS112,6,Rks,RA 06:00 PM - 07:30 PM,NAC307,,,
BUS112,7,Hmn,RA 08:00 AM - 09:30 AM,SAC203,,,
BUS112,8,Hmn,RA 09:40 AM - 11:10 AM,SAC203,,,
BUS112,9,MAIM,RA 08:00 AM - 09:30 AM,SAC304,,,
BUS112,10,MMRh,RA 08:00 AM - 09:30 AM,NAC617,,,
BUS112,11,KSd,MW 08:00 AM - 09:30 AM,SAC211,,,
BUS112,12,Abs,RA 08:00 AM - 09:30 AM,NAC207,,,
BUS112,13,Abs,RA 09:40 AM - 11:10 AM,NAC207,,,
BUS112,14,AMO,RA 08:00 AM - 09:30 AM,SAC208,,,
BUS112,15,AMO,RA 09:40 AM - 11:10 AM,SAC208,,,
BUS112,16,MMR5,RA 08:00 AM - 09:30 AM,SAC201,,,
BUS112,17,MMR5,RA 11:20 AM - 12:50 PM,SAC313,,,
BUS112,18,INz,MW 01:00 PM - 02:30 PM,NAC505,,,
BUS112,19,INz,MW 04:20 PM - 05:50 PM,NAC409,,,
BUS112,20,STRn,RA 01:00 PM - 02:30 PM,SAC203,,,
BUS112,22,ANHs,RA 01:00 PM - 02:30 PM,NAC508,,,
BUS112,23,KMz,RA 02:40 PM - 04:10 PM,SAC208,,,
BUS112,24,KMz,RA 04:20 PM - 05:50 PM,SAC208,,,
BUS135,1,BSK,ST 08:00 AM - 09:30 AM,NAC204,,,
BUS135,2,TBA,ST 09:40 AM - 11:10 AM,NAC502,,,
BUS135,3,TBA,ST 01:00 PM - 02:30 PM,NAC603,,,
BUS135,4,TBA,ST 02:40 PM - 04:10 PM,NAC305,,,
BUS135,5,BSK,ST 04:20 PM - 05:50 PM,NAC305,,,
BUS135,6,BSK,MW 08:00 AM - 09:30 AM,NAC305,,,
BUS135,7,SAJ,ST 06:00 PM - 07:30 PM,NAC306,,,
BUS135,8,LRn,RA 08:00 AM - 09:30 AM,NAC205,,,
BUS135,9,ADS1,RA 08:00 AM - 09:30 AM,NAC501,,,
BUS135,10,MSA3,RA 08:00 AM - 09:30 AM,NAC502,,,
BUS135,11,Sqm,RA 09:40 AM - 11:10 AM,NAC501,,,
BUS135,12,AZD,RA 11:20 AM - 12:50 PM,NAC205,,,
BUS135,13,MJA1,RA 11:20 AM - 12:50 PM,NAC404,,,
BUS135,14,AYQ,RA 01:00 PM - 02:30 PM,NAC205,,,
BUS135,15,MWHb,RA 01:00 PM - 02:30 PM,NAC305,,,
BUS135,16,MLtR,RA 01:00 PM - 02:30 PM,NAC504,,,
BUS135,17,IMM,RA 02:40 PM - 04:10 PM,NAC205,,,
BUS135,18,MLtR,RA 02:40 PM - 04:10 PM,NAC306,,,
BUS135,19,IMM,RA 04:20 PM - 05:50 PM,NAC205,,,
BUS135,20,MWHb,RA 04:20 PM - 05:50 PM,NAC306,,,
BUS135,21,AYQ,RA 04:20 PM - 05:50 PM,NAC404,,,
BUS135,22,AYQ,RA 06:00 PM - 07:30 PM,NAC305,,,
BUS135,23,SAJ,ST 04:20 PM - 05:50 PM,NAC307,,,
BUS172,1,MHM,ST 08:00 AM - 09:30 AM,NAC504,,,
BUS172,2,ACd,ST 04:20 PM - 05:50 PM,NAC204,,,
BUS172,3,NAKN,MW 08:00 AM - 09:30 AM,NAC205,,,
BUS172,4,MHM,MW 08:00 AM - 09:30 AM,NAC501,,,
BUS172,5,ARK1,MW 08:00 AM - 09:30 AM,NAC602,,,
BUS172,6,FAS,MW 02:40 PM - 04:10 PM,NAC502,,,
BUS172,7,BSK,MW 04:20 PM - 05:50 PM,NAC205,,,
BUS172,8,HDO,RA 08:00 AM - 09:30 AM,NAC204,,,
BUS172,9,SRCY,RA 08:00 AM - 09:30 AM,NAC306,,,
BUS172,10,MTHn,RA 08:00 AM - 09:30 AM,NAC404,,,
BUS172,11,MJA1,RA 08:00 AM - 09:30 AM,NAC504,,,
BUS172,12,MMS1,RA 08:00 AM - 09:30 AM,NAC619,,,
BUS172,13,KMS2,RA 09:40 AM - 11:10 AM,NAC205,,,
BUS172,14,IAM,RA 09:40 AM - 11:10 AM,NAC305,,,
BUS172,15,ZKH3,RA 09:40 AM - 11:10 AM,NAC306,,,
BUS172,16,LRn,RA 09:40 AM - 11:10 AM,NAC308,,,
BUS172,17,Hdo,RA 09:40 AM - 11:10 AM,NAC404,,,
BUS172,18,ADS1,RA 11:20 AM - 12:50 PM,NAC204,,,
BUS172,19,IAM,RA 11:20 AM - 12:50 PM,NAC305,,,
BUS172,20,MSA3,RA 11:20 AM - 12:50 PM,NAC306,,,
BUS172,21,JHK,RA 11:20 AM - 12:50 PM,NAC308,,,
BUS172,22,Sqm,RA 11:20 AM - 12:50 PM,NAC501,,,
BUS172,23,ZKH3,RA 11:20 AM - 12:50 PM,NAC619,,,
BUS172,24,MKZ,RA 01:00 PM - 02:30 PM,NAC306,,,
BUS172,25,SRCy,RA 01:00 PM - 02:30 PM,NAC308,,,
BUS172,26,MMs1,RA 01:00 PM - 02:30 PM,NAC404,,,
BUS172,27,Min,RA 01:00 PM - 02:30 PM,NAC501,,,
BUS172,28,AZD,RA 01:00 PM - 02:30 PM,NAC502,,,
BUS172,29,JHK,RA 02:40 PM - 04:10 PM,NAC204,,,
BUS172,30,MMs1,RA 02:40 PM - 04:10 PM,NAC305,,,
BUS172,31,MKZ,RA 04:20 PM - 05:50 PM,NAC305,,,
BUS172,32,MLtR,RA 06:00 PM - 07:30 PM,NAC404,,,
BUS172,33,Mof,ST 02:40 PM - 04:10 PM,NAC210,,,
BUS172,34,MWHB,MW 08:00 AM - 09:30 AM,NAC307,,,
BUS172,35,TBA,ST 08:00 AM - 09:30 AM,NAC505,,,
BUS173,1,RSj,ST 08:00 AM - 09:30 AM,NAC210,,,
BUS173,2,RSj,ST 09:40 AM - 11:10 AM,NAC204,,,
BUS173,3,MHM,ST 09:40 AM - 11:10 AM,NAC404,,,
BUS173,4,JAH,ST 09:40 AM - 11:10 AM,NAC504,,,
BUS173,5,ARK1,ST 01:00 PM - 02:30 PM,NAC502,,,
BUS173,6,ARK1,ST 04:20 PM - 05:50 PM,NAC502,,,
BUS173,7,RSj,MW 08:00 AM - 09:30 AM,NAC404,,,
BUS173,8,MHM,MW 09:40 AM - 11:10 AM,NAC404,,,
BUS173,9,JAH,MW 02:40 PM - 04:10 PM,NAC504,,,
BUS173,10,JAH,MW 04:20 PM - 05:50 PM,NAC504,,,
BUS173,11,BSK,ST 06:00 PM - 07:30 PM,NAC308,,,
BUS173,12,MAU3,RA 08:00 AM - 09:30 AM,NAC305,,,
BUS173,13,IAM,RA 02:40 PM - 04:10 PM,NAC308,,,
BUS173,14,Min,RA 02:40 PM - 04:10 PM,NAC501,,,
BUS173,15,ZKH3,RA 02:40 PM - 04:10 PM,NAC502,,,
BUS173,16,MdRH,RA 04:20 PM - 05:50 PM,NAC502,,,
BUS173,17,MdRH,RA 06:00 PM - 07:30 PM,NAC205,,,
BUS173,18,TBA,ST 04:20 PM - 05:50 PM,NAC507,,,
BUS173,19,MKZ,RA 08:00 AM - 09:30 AM,NAC210,,,
BUS173,20,TBA,MW 08:00 AM - 09:30 AM,NAC505,,,
BUS173,21,TBA,RA 06:00 PM - 07:30 PM,NAC204,,,
BUS251,1,ZMU,ST 08:00 AM - 09:30 AM,NAC502,,,
BUS251,2,TYA,ST 09:40 AM - 11:10 AM,NAC205,,,
BUS251,3,HMM1,ST 11:20 AM - 12:50 PM,NAC204,,,
BUS251,4,HMM1,ST 01:00 PM - 02:30 PM,NAC204,,,
BUS251,5,UHM,ST 02:40 PM - 04:10 PM,NAC204,,,
BUS251,6,LkK,ST 02:40 PM - 04:10 PM,NAC205,,,
BUS251,7,ZbR,ST 02:40 PM - 04:10 PM,NAC502,,,
BUS251,8,AMTr,ST 04:20 PM - 05:50 PM,NAC306,,,
BUS251,9,LkK,ST 04:20 PM - 05:50 PM,NAC308,,,
BUS251,10,UHM,ST 04:20 PM - 05:50 PM,NAC404,,,
BUS251,11,EhN,MW 08:00 AM - 09:30 AM,NAC204,,,
BUS251,12,ZbR,MW 01:00 PM - 02:30 PM,NAC501,,,
BUS251,13,UHM,MW 04:20 PM - 05:50 PM,NAC308,,,
BUS251,14,AMTr,ST 06:00 PM - 07:30 PM,NAC404,,,
BUS500,1,TBA,T 07:00 PM - 10:10 PM,NAC605,,,
BUS500,2,TBA,R 07:00 PM - 10:10 PM,NAC605,,,
BUS501,1,FAS,M 07:00 PM - 10:10 PM,NAC991,,,
BUS501,2,AkM2,R 07:00 PM - 10:10 PM,NAC992,,,
BUS501,3,Mot,T 07:00 PM - 10:10 PM,NAC604,,,
BUS501,4,OMG,A 07:00 PM - 10:10 PM,NAC504,,,
BUS505,1,FjM,M 07:00 PM - 10:10 PM,NAC510,,,
BUS505,2,FjM,W 07:00 PM - 10:10 PM,NAC510,,,
BUS505,3,MIBS,S 07:00 PM - 10:10 PM,NAC508,,,
BUS505,4,MTq,T 07:00 PM - 10:10 PM,NAC511,,,
BUS505,5,MdMZ,A 07:00 PM - 10:10 PM,NAC991,,,
BUS511,1,TMY,M 03:00 PM - 06:30 PM,NAC991,,,
BUS511,2,AbSa,W 07:00 PM - 10:10 PM,NAC992,,,
BUS511,3,KZn,S 07:00 PM - 10:10 PM,NAC993,,,
BUS511,4,KZn,A 07:00 PM - 10:10 PM,NAC620,,,
BUS511,5,AtR,T 07:00 PM - 10:10 PM,NAC510,,,
BUS516,1,UTH,R 07:00 PM - 10:10 PM,NAC991,,,
BUS516,2,UTH,A 03:00 PM - 06:30 PM,NAC991,,,
BUS516,3,ABKr,S 07:00 PM - 10:10 PM,NAC506,,,
BUS516,4,MdMI,M 07:00 PM - 10:10 PM,NAC990,,,
BUS518,1,ItA,W 07:00 PM - 10:10 PM,NAC511,,,
BUS518,2,NMA,M 07:00 PM - 10:10 PM,NAC501,,,
BUS518,3,Zmn,T 07:00 PM - 10:10 PM,NAC506,,,
BUS518,4,SAA4,A 03:00 PM - 06:30 PM,NAC507,,,
BUS520,1,MdS,R 03:00 PM - 06:30 PM,NAC990,,,
BUS520,2,MdS,A 03:00 PM - 06:30 PM,NAC990,,,
BUS520,3,ZMU,M 07:00 PM - 10:10 PM,NAC621,,,
BUS520,4,TBA,W 07:00 PM - 10:10 PM,NAC604,,,
BUS520,5,ULM,S 07:00 PM - 10:10 PM,NAC509,,,
BUS520,6,ULM,F 09:00 AM - 12:30 PM,NAC990,,,
BUS525,1,Tmr,M 07:00 PM - 10:10 PM,NAC603,,,
BUS525,2,Tmr,W 07:00 PM - 10:10 PM,NAC603,,,
BUS525,3,SBn,T 07:00 PM - 10:10 PM,NAC619,,,
BUS525,4,KMZ2,S 07:00 PM - 10:10 PM,NAC511,,,
BUS525,5,TBA,R 07:00 PM - 10:10 PM,NAC621,,,
BUS530,1,Tmr,T 07:00 PM - 10:10 PM,NAC603,,,
BUS530,2,AKP,R 07:00 PM - 10:10 PM,NAC993,,,
BUS530,3,MCw,S 07:00 PM - 10:10 PM,NAC621,,,
BUS530,4,QSn,W 07:00 PM - 10:10 PM,NAC621,,,
BUS530,5,MAU3,A 07:00 PM - 10:10 PM,NAC503,,,
BUS535,1,DSr,M 07:00 PM - 10:10 PM,NAC620,,,
BUS535,2,NZQ,W 07:00 PM - 10:10 PM,NAC602,,,
BUS535,3,ZbR,S 07:00 PM - 10:10 PM,NAC604,,,
BUS535,4,MTDI,T 07:00 PM - 10:10 PM,NAC512,,,
BUS535,5,MNE,R 07:00 PM - 10:10 PM,NAC512,,,
BUS535,6,NZH1,F 07:00 PM - 10:10 PM,NAC993,,,
BUS601,1,KsM,T 03:00 PM - 06:30 PM,NAC992,,,
BUS601,2,KsM,T 07:00 PM - 10:10 PM,NAC601,,,
BUS601,3,Alm,S 07:00 PM - 10:10 PM,NAC991,,,
BUS601,4,IrA,W 07:00 PM - 10:10 PM,NAC991,,,
BUS601,5,QAF,F 07:00 PM - 10:10 PM,NAC991,,,
BUS620,1,MHHS,M 07:00 PM - 10:10 PM,NAC604,,,
BUS620,2,SMKN,S 07:00 PM - 10:10 PM,NAC507,,,
BUS620,3,TBA,M 07:00 PM - 10:10 PM,NAC605,,,
BUS620,4,TBA,W 07:00 PM - 10:10 PM,NAC605,,,
BUS620,5,SMKN,T 07:00 PM - 10:10 PM,NAC508,,,
BUS635,1,Rma,W 07:00 PM - 10:10 PM,NAC619A,,,
BUS635,2,TBA,S 07:00 PM - 10:10 PM,NAC502,,,
BUS635,3,HMM,F 07:00 PM - 10:10 PM,NAC619A,,,
BUS635,4,Aay,R 07:00 PM - 10:10 PM,NAC514,,,
BUS635,5,AUM,T 07:00 PM - 10:10 PM,NAC618,,,
BUS650,1,ZTM,S 07:00 PM - 10:10 PM,NAC992,,,
BUS650,2,ZTM,T 07:00 PM - 10:10 PM,NAC993,,,
BUS650,3,TBA,M 07:00 PM - 10:10 PM,NAC993,,,
BUS650,4,Hsi,A 03:00 PM - 06:30 PM,NAC993,,,
BUS685,1,MeI,S 07:00 PM - 10:10 PM,NAC602,,,
BUS685,2,MeI,T 07:00 PM - 10:10 PM,NAC620,,,
BUS685,3,ZkJ,R 07:00 PM - 10:10 PM,NAC507,,,
BUS685,4,ZMU,W 07:00 PM - 10:10 PM,NAC619,,,
BUS690,1,MdS,S 07:00 PM - 10:10 PM,NAC990,,,
BUS690,2,MdS,R 07:00 PM - 10:10 PM,NAC990,,,
BUS690,3,Zkj,A 07:00 PM - 10:10 PM,NAC601,,,
BUS700,1,ZkJ,F 07:00 PM - 10:10 PM,NAC602,,,
CEE100,1,SRl,RA 08:00 AM - 09:30 AM,SAC313,,,
CEE100,2,HASW,MW 08:00 AM - 09:30 AM,NAC604,,,
CEE100,3,HASW,RA 04:20 PM - 05:50 PM,SAC313,,,
CEE100,4,SRl,RA 09:40 AM - 11:10 AM,SAC313,,,
CEE110,1,Sjd,M 08:00 AM - 11:00 AM,LAB1,,,
CEE110,2,Sjd,W 08:00 AM - 11:00 AM,LAB1,,,
CEE110,3,TTA,M 11:20 AM - 02:30 PM,LAB1,,,
CEE110,4,SNF,S 01:00 PM - 04:10 PM,LAB1,,,
CEE110,5,ASAA,R 02:40 PM - 05:50 PM,LAB1,,,
CEE209,1,AMW,MW 01:00 PM - 02:30 PM,OAT602,,,
CEE209,2,TBA,MW 11:20 AM - 12:50 PM,NAC413,,,
CEE209L,4,TBA,M 01:00 PM - 04:10 PM,LAB4,,,
CEE209L,5,TBA,M 09:40 AM - 12:50 PM,LAB4,,,
CEE210,1,NMSN,ST 09:40 AM - 11:10 AM,SAC304,,,
CEE210,2,NMSN,ST 02:40 PM - 04:10 PM,SAC313,,,
CEE210,3,TTA,ST 01:00 PM - 02:30 PM,SAC207,,,
CEE210,4,TTA,ST 04:20 PM - 05:50 PM,SAC207,,,
CEE211,1,Nmr,MW 09:40 AM - 11:10 AM,SAC313,,,
CEE211,3,Nmr,ST 09:40 AM - 11:10 AM,SAC313,,,
CEE211L,2,Nmr,T 11:20 AM - 02:30 PM,B118,,,
CEE211L,3,Nmr,T 02:40 PM - 05:50 PM,B118,,,
CEE211L,4,NMR,M 02:40 PM - 05:50 PM,B118,,,
CEE212,1,Rqa,RA 09:40 AM - 11:10 AM,SAC304,,,
CEE212,2,MIK,RA 02:40 PM - 04:10 PM,SAC304,,,
CEE212,3,MIK,RA 04:20 PM - 05:50 PM,SAC304,,,
CEE212L,1,TMY,W 11:20 AM - 02:30 PM,B310A,,,
CEE213,1,SLW,RA 04:20 PM - 05:50 PM,SAC207,,,
CEE213,2,SLW,RA 02:40 PM - 04:10 PM,SAC207,,,
CEE213,3,SMAI,ST 08:00 AM - 09:30 AM,NAC413,,,
CEE213,4,SMAI,ST 09:40 AM - 11:10 AM,NAC413,,,
CEE214,1,NMSN,MW 09:40 AM - 11:10 AM,NAC992,,,
CEE214,2,NMSN,MW 08:00 AM - 09:30 AM,SAC313,,,
CEE214L,1,TTA,R 02:40 PM - 05:50 PM,B113,,,
CEE214L,2,TTA,W 02:40 PM - 05:50 PM,B113,,,
CEE215,1,Mfq,ST 09:40 AM - 11:10 AM,LAB2,,,
CEE215,2,Mfq,ST 11:20 AM - 12:50 PM,LAB2,,,
CEE240,1,MMS4,ST 09:40 AM - 11:10 AM,SAC207,,,
CEE240,2,MMS4,ST 11:20 AM - 12:50 PM,SAC207,,,
CEE240L,1,MMS4,R 02:40 PM - 05:50 PM,B117,,,
CEE250,1,Jbr,MW 11:20 AM - 12:50 PM,SAC207,,,
CEE250,2,DNS,ST 04:20 PM - 05:50 PM,SAC304,,,
CEE250L,1,JBr,M 02:40 PM - 05:50 PM,B117,,,
CEE250L,2,JBr,W 02:40 PM - 05:50 PM,B117,,,
CEE250L,3,JBr,T 11:20 AM - 02:30 PM,B117,,,
CEE260,1,Sji,ST 11:20 AM - 12:50 PM,SAC304,,,
CEE260,2,Sji,ST 01:00 PM - 02:30 PM,SAC304,,,
CEE271L,4,YKB,M 09:40 AM - 12:50 PM,B115,,,
CEE271L,5,YKB,M 01:00 PM - 04:10 PM,B115,,,
CEE271L,6,YKB,W 09:40 AM - 12:50 PM,B115,,,
CEE310,1,AMW,MW 09:40 AM - 11:10 AM,NAC509,,,
CEE310,2,AMW,MW 11:20 AM - 12:50 PM,NAC509,,,
CEE310,3,TTA,ST 02:40 PM - 04:10 PM,NAC508,,,
CEE330,1,Mfq,MW 09:40 AM - 11:10 AM,OAT602,,,
CEE331,1,TMY,ST 08:00 AM - 09:30 AM,SAC304,,,
CEE331,2,TMY,ST 09:40 AM - 11:10 AM,NAC604,,,
CEE335,1,Nzu,MW 02:40 PM - 04:10 PM,OAT602,,,
CEE340,1,MMS4,MW 01:00 PM - 02:30 PM,SAC313,,,
CEE340,2,MMS4,MW 02:40 PM - 04:10 PM,SAC313,,,
CEE350,1,Sbc,MW 08:00 AM - 09:30 AM,SAC304,,,
CEE360,1,Sji,MW 11:20 AM - 12:50 PM,SAC304,,,
CEE360,2,Sji,MW 01:00 PM - 02:30 PM,SAC304,,,
CEE360L,1,AMW,S 02:40 PM - 05:50 PM,B118,,,
CEE370,1,AMW,ST 09:40 AM - 11:10 AM,NAC509,,,
CEE370,2,TBA,ST 08:00 AM - 09:30 AM,SAC207,,,
CEE371L,1,TTA,R 11:20 AM - 02:30 PM,B115,,,
CEE373,1,AMW,ST 11:20 AM - 12:50 PM,NAC509,,,
CEE373L,1,TBA,R 11:20 AM - 02:30 PM,LAB1,,,
CEE415,1,Sbc,MW 09:40 AM - 11:10 AM,SAC304,,,
CEE430,1,Nzu,ST 02:40 PM - 04:10 PM,SAC304,,,
CEE430,2,TMY,ST 01:00 PM - 02:30 PM,SAC313,,,
CEE431,1,TMY,ST 02:40 PM - 04:10 PM,SAC207,,,
CEE435,1,NLM,R 08:00 AM - 11:10 AM,SAC207,,,
CEE460,1,Nmr,ST 11:20 AM - 12:50 PM,SAC313,,,
CEE470,1,TBA,MW 08:00 AM - 09:30 AM,SAC207,,,
CEE475,1,Sji,MW 04:20 PM - 05:50 PM,SAC313,,,
CHE101,1,FZD,ST 04:20 PM - 05:50 PM,SAC402,,,
CHE101,2,MKR,MW 08:00 AM - 09:30 AM,SAC316,,,
CHE101,3,MKR,MW 09:40 AM - 11:10 AM,NAC620,,,
CHE101,4,MKR,MW 01:00 PM - 02:30 PM,SAC207,,,
CHE101,6,SOH,MW 04:20 PM - 05:50 PM,SAC405,,,
CHE101,7,SOH,MW 06:00 PM - 07:30 PM,SAC207,,,
CHE101,8,FZD,MW 04:20 PM - 05:50 PM,SAC402,,,
CHE101,9,ABI,RA 08:00 AM - 09:30 AM,SAC404,,,
CHE101,11,MAZM,RA 09:40 AM - 11:10 AM,SAC401,,,
CHE101,12,MAZM,RA 11:20 AM - 12:50 PM,SAC402,,,
CHE101,13,ABI,RA 11:20 AM - 12:50 PM,SAC403,,,
CHE101,14,AYS,RA 11:20 AM - 12:50 PM,SAC406,,,
CHE101,15,SNHT,RA 11:20 AM - 12:50 PM,SAC407,,,
CHE101,16,MTN2,RA 11:20 AM - 12:50 PM,SAC316,,,
CHE101,17,MASM,RA 11:20 AM - 12:50 PM,NAC507,,,
CHE101,18,ABI,RA 01:00 PM - 02:30 PM,SAC405,,,
CHE101,19,MMR3,RA 01:00 PM - 02:30 PM,SAC406,,,
CHE101,20,MAZM,RA 01:00 PM - 02:30 PM,SAC316,,,
CHE101,21,MTN2,RA 01:00 PM - 02:30 PM,SAC511,,,
CHE101,23,MASM,RA 02:40 PM - 04:10 PM,SAC401,,,
CHE101,24,MMR3,RA 04:20 PM - 05:50 PM,SAC402,,,
CHE101,25,MASM,RA 04:20 PM - 05:50 PM,SAC403,,,
CHE101,26,MTN2,RA 04:20 PM - 05:50 PM,SAC316,,,
CHE101,28,MMR3,RA 06:00 PM - 07:30 PM,NAC301,,,
CHE101,29,SQU,RA 02:40 PM - 04:10 PM,SAC802,,,
CHE101,30,SQU,RA 04:20 PM - 05:50 PM,SAC802,,,
CHE101,31,LTB,RA 11:20 AM - 12:50 PM,NAC301,,,
CHE101,32,LTB,RA 02:40 PM - 04:10 PM,SAC403,,,
CHE101,33,LTB,RA 04:20 PM - 05:50 PM,SAC405,,,
CHE101,34,MBMD,RA 02:40 PM - 04:10 PM,SAC201,,,
CHE101,35,LIZN,ST 09:40 AM - 11:10 AM,SAC305,,,
CHE101,36,LIZN,ST 11:20 AM - 12:50 PM,SAC306,,,
CHE101,37,LIZN,MW 08:00 AM - 09:30 AM,SAC305,,,
CHE101,38,TBA,ST 08:00 AM - 09:30 AM,SAC306,,,
CHE101,39,TBA,ST 01:00 PM - 02:30 PM,SAC306,,,
CHE101,40,TBA,MW 04:20 PM - 05:50 PM,SAC309,,,
CHE101,41,BUN,RA 02:40 PM - 04:10 PM,NAC301,,,
CHE101,42,TBA,ST 08:00 AM - 09:30 AM,SAC401,,,
CHE101,43,TBA,ST 04:20 PM - 05:50 PM,SAC802,,,
CHE101,44,TBA,MW 08:00 AM - 09:30 AM,SAC802,,,
CHE101,45,TBA,MW 04:20 PM - 05:50 PM,SAC802,,,
CHE101,46,SOH,MW 01:00 PM - 02:30 PM,LIB601,,,
CHE101L,1,MH1,T 02:40 PM - 05:40 PM,SAC409,,,
CHE101L,2,MH1,T 02:40 PM - 05:40 PM,SAC409_V,,,
CHE101L,3,MH1,W 02:40 PM - 05:40 PM,SAC409,,,
CHE101L,4,MH1,W 02:40 PM - 05:40 PM,SAC409_V,,,
CHE101L,5,HML,S 08:00 AM - 11:00 AM,SAC409,,,
CHE101L,6,HML,S 08:00 AM - 11:00 AM,SAC409_V,,,
CHE101L,7,FZD,S 11:20 AM - 02:20 PM,SAC409,,,
CHE101L,8,FZD,S 11:20 AM - 02:20 PM,SAC409_V,,,
CHE101L,9,MH1,S 02:40 PM - 05:40 PM,SAC409,,,
CHE101L,10,MH1,S 02:40 PM - 05:40 PM,SAC409_V,,,
CHE101L,11,KFR,M 11:20 AM - 02:20 PM,SAC409,,,
CHE101L,12,HML,T 08:00 AM - 11:00 AM,SAC409,,,
CHE101L,13,HML,T 08:00 AM - 11:00 AM,SAC409_V,,,
CHE101L,14,FZD,T 11:20 AM - 02:20 PM,SAC409,,,
CHE101L,15,KFR,W 11:20 AM - 02:20 PM,SAC409,,,
CHE101L,16,KFR,W 11:20 AM - 02:20 PM,SAC409_V,,,
CHE101L,17,ADP,R 11:20 AM - 02:20 PM,SAC409,,,
CHE101L,18,ADP,R 11:20 AM - 02:20 PM,SAC409_V,,,
CHE101L,19,MAZM,A 08:00 AM - 11:00 AM,SAC409,,,
CHE101L,20,MAZM,A 08:00 AM - 11:00 AM,SAC409_V,,,
CHE101L,21,PYN,A 11:20 AM - 02:20 PM,SAC409,,,
CHE101L,22,PYN,A 11:20 AM - 02:20 PM,SAC409_V,,,
CHE101L,23,PYN,A 02:40 PM - 05:40 PM,SAC409,,,
CHE101L,24,PYN,A 02:40 PM - 05:40 PM,SAC409_V,,,
CHE101L,25,MH1,M 02:40 PM - 05:40 PM,SAC415B_V,,,
CHE101L,26,MH1,R 11:20 AM - 02:20 PM,SAC415B,,,
CHE101L,27,MH1,R 11:20 AM - 02:20 PM,SAC415B_V,,,
CHE101L,28,PYN,A 08:00 AM - 11:00 AM,SAC415B_V,,,
CHE101L,29,SDL,M 02:40 PM - 05:40 PM,SAC409,,,
CHE101L,30,SDL,M 02:40 PM - 05:40 PM,SAC409_V,,,
CHE101L,31,SDL,W 02:40 PM - 05:40 PM,SAC415B,,,
CHE101L,32,SMD1,T 08:00 AM - 11:00 AM,SAC415B_V,,,
CHE101L,33,SMD1,T 11:20 AM - 02:20 PM,SAC415B,,,
CHE101L,34,PYN,A 08:00 AM - 11:00 AM,SAC415B,,,
CHE201,1,ADP,MW 09:40 AM - 11:10 AM,NAC301,,,
CHE201,2,ADP,MW 01:00 PM - 02:30 PM,NAC301,,,
CHE201,3,ADP,MW 02:40 PM - 04:10 PM,SAC403,,,
CHE201,4,ADP,RA 08:00 AM - 09:30 AM,SAC407,,,
CHE201,5,ADP,RA 09:40 AM - 11:10 AM,SAC407,,,
CHE201,6,OFK,RA 01:00 PM - 02:30 PM,NAC993,,,
CHE201,7,NRO,RA 11:20 AM - 12:50 PM,SAC405,,,
CHE201,8,SNHT,RA 01:00 PM - 02:30 PM,SAC407,,,
CHE201,9,SNHT,RA 04:20 PM - 05:50 PM,SAC406,,,
CHE201,10,OFK,RA 08:00 AM - 09:30 AM,SAC406,,,
CHE201,11,OFK,RA 11:20 AM - 12:50 PM,SAC401,,,
CHE202,1,MIO,ST 08:00 AM - 09:30 AM,SAC406,,,
CHE202,2,MIO,ST 01:00 PM - 02:30 PM,SAC511,,,
CHE202,3,TSHQ,ST 09:40 AM - 11:10 AM,SAC802,,,
CHE202,4,TSHQ,ST 11:20 AM - 12:50 PM,NAC301,,,
CHE202,5,MIO,MW 08:00 AM - 09:30 AM,SAC403,,,
CHE202,6,MKUN,MW 08:00 AM - 09:30 AM,SAC406,,,
CHE202,7,MKUN,MW 09:40 AM - 11:10 AM,SAC201,,,
CHE202,8,AYS,RA 02:40 PM - 04:10 PM,SAC406,,,
CHE202,10,AYS,RA 09:40 AM - 11:10 AM,SAC406,,,
CHE202L,1,MKUN,W 11:20 AM - 02:20 PM,SAC415B,,,
CHE202L,2,MKUN,W 11:20 AM - 02:20 PM,SAC415B_V,,,
CHE202L,3,MIO,T 02:40 PM - 05:40 PM,SAC415B,,,
CHE202L,4,MIO,T 02:40 PM - 05:40 PM,SAC415B_V,,,
CHE202L,5,NRO,R 02:40 PM - 05:40 PM,SAC415B,,,
CHE202L,6,NRO,R 02:40 PM - 05:40 PM,SAC415B_V,,,
CHE202L,7,NRO,A 02:40 PM - 05:40 PM,SAC415B,,,
CHE202L,8,THN,S 08:00 AM - 11:00 AM,SAC415B,,,
CHE202L,9,THN,S 08:00 AM - 11:00 AM,SAC415B_V,,,
CHE202L,10,THN,M 08:00 AM - 11:00 AM,SAC415B,,,
CHE202L,11,THN,T 08:00 AM - 11:00 AM,SAC415B,,,
CHE202L,12,TSHQ,A 11:20 AM - 02:20 PM,SAC415B,,,
