Course,Section,Faculty,Time,Room,Semester,Predicted Faculty,Records
ARC318,1,MUN,STWR 09:40 AM - 12:50 PM,LIB902,,,
ARC318,2,TBA,STWR 09:40 AM - 12:50 PM,LIB902_V,,,
ARC318,3,TBA,STWR 09:40 AM - 12:50 PM,LIB902_V1,,,
ARC324,1,HUR,ST 01:00 PM - 04:10 PM,OAT902,,,
ARC324,2,MZC,ST 01:00 PM - 04:10 PM,OAT902_V,,,
ARC334,1,AHS1,W 08:00 AM - 09:30 AM,SAC204,,,
ARC343,1,MUN,MW 02:40 PM - 04:10 PM,LIB907,,,
ARC344,1,HUR,ST 08:00 AM - 09:30 AM,OAT901,,,
ARC384,1,TMY,MW 01:00 PM - 02:30 PM,NAC413,,,
ARC410,1,SJD,ST 08:00 AM - 09:30 AM,LIB908,,,
ARC419,1,NAW,STWR 09:40 AM - 12:50 PM,LIB903,,,
ARC419,2,MTM2,STWR 09:40 AM - 12:50 PM,LIB903_V,,,
ARC437,1,HUR,R 08:00 AM - 09:30 AM,LIB908,,,
ARC438,1,SSIM,MW 08:00 AM - 09:30 AM,SAC201,,,
ARC438,2,SSIM,MW 01:00 PM - 02:30 PM,SAC201,,,
ARC445,2,SIK3,ST 01:00 PM - 02:30 PM,LIB907,,,
ARC453,1,NAW,MW 08:00 AM - 09:30 AM,LIB907,,,
ARC455,1,NTL,MW 02:40 PM - 04:10 PM,SAC203,,,
ARC474,1,MFN,ST 08:00 AM - 09:30 AM,LIB907,,,
ARC492,1,SJD,R 08:00 AM - 09:30 AM,LIB907,,,
ARC510,1,MZC,STR 09:40 AM - 12:50 PM,OAT903,,,
ARC510,2,TBA,STR 09:40 AM - 12:50 PM,OAT903_V1,,,
ARC576,1,ASAA,ST 08:00 AM - 09:30 AM,NAC993,,,
ARC596,1,MFN,STR 09:40 AM - 12:50 PM,OAT902,,,
ARC596,2,SIK3,STR 09:40 AM - 12:50 PM,OAT902_V,,,
ARC598,1,SSIM,R 08:00 AM - 09:30 AM,OAT901,,,
BBT203,1,OAH,ST 02:40 PM - 04:10 PM,LIB601,,,
BBT203,2,OAH,RA 11:20 AM - 12:50 PM,LIB601,,,
BBT203,3,MSIM,RA 08:00 AM - 09:30 AM,LIB601,,,
BBT221,1,HML,ST 11:20 AM - 12:50 PM,SAC802,,,
BBT221,2,HML,ST 01:00 PM - 02:30 PM,SAC316,,,
BBT221,3,NTA,ST 04:20 PM - 05:50 PM,SAC404,,,
BBT221,4,PYN,MW 11:20 AM - 12:50 PM,SAC201,,,
BBT221,5,NRO,RA 09:40 AM - 11:10 AM,SAC405,,,
BBT230,1,OAH,ST 11:20 AM - 12:50 PM,LIB601,,,
BBT230,2,PYN,ST 01:00 PM - 02:30 PM,LIB601,,,
BBT230,3,OAH,RA 02:40 PM - 04:10 PM,LIB601,,,
BBT230,4,OAH,RA 09:40 AM - 11:10 AM,LIB601,,,
BBT312,1,MSH3,ST 08:00 AM - 09:30 AM,SAC404,,,
BBT312,2,MSH3,ST 09:40 AM - 11:10 AM,SAC404,,,
BBT312,3,MSH3,MW 09:40 AM - 11:10 AM,SAC405,,,
BBT312,4,MSH3,MW 01:00 PM - 02:30 PM,SAC404,,,
BBT312L,1,IJN,R 11:20 AM - 02:20 PM,SAC412,,,
BBT312L,2,IJN,R 11:20 AM - 02:20 PM,SAC412_V,,,
BBT312L,3,MAKN,S 11:20 AM - 02:20 PM,SAC412,,,
BBT312L,4,MAKN,S 11:20 AM - 02:20 PM,SAC412_V,,,
BBT312L,5,MAKN,T 11:20 AM - 02:20 PM,SAC412,,,
BBT314,1,KNH,ST 11:20 AM - 12:50 PM,SAC404,,,
BBT314,2,MAKN,MW 08:00 AM - 09:30 AM,SAC404,,,
BBT314,3,MAKN,ST 02:40 PM - 04:10 PM,SAC511,,,
BBT314,4,MAKN,MW 02:40 PM - 04:10 PM,SAC407,,,
BBT314L,1,CAK,T 02:40 PM - 05:40 PM,SAC414,,,
BBT314L,2,CAK,T 02:40 PM - 05:40 PM,SAC414_V,,,
BBT314L,3,CAK,W 02:40 PM - 05:40 PM,SAC414,,,
BBT314L,4,CAK,W 02:40 PM - 05:40 PM,SAC414_V,,,
BBT315,2,SMDA,ST 02:40 PM - 04:10 PM,SAC407,,,
BBT315,3,MAKN,ST 08:00 AM - 09:30 AM,SAC403,,,
BBT315,4,SMDA,MW 02:40 PM - 04:10 PM,SAC406,,,
BBT315,5,SMDA,ST 04:20 PM - 05:50 PM,SAC406,,,
BBT316,1,KNH,MW 09:40 AM - 11:10 AM,SAC404,,,
BBT316,2,KNH,MW 11:20 AM - 12:50 PM,SAC404,,,
BBT316,3,KNH,MW 02:40 PM - 04:10 PM,SAC404,,,
BBT316L,1,NRO,S 08:00 AM - 11:00 AM,SAC414,,,
BBT316L,2,NRO,S 11:20 AM - 02:20 PM,SAC414,,,
BBT316L,3,NRO,S 11:20 AM - 02:20 PM,SAC414_V,,,
BBT317,1,SDL,ST 11:20 AM - 12:50 PM,SAC402,,,
BBT317,2,SDL,MW 09:40 AM - 11:10 AM,SAC402,,,
BBT317,3,MSH3,MW 08:00 AM - 09:30 AM,SAC405,,,
BBT318,1,SDL,ST 09:40 AM - 11:10 AM,SAC402,,,
BBT318,2,SDL,MW 11:20 AM - 12:50 PM,SAC402,,,
BBT318,3,MALM,ST 02:40 PM - 04:10 PM,SAC316,,,
BBT318,4,MALM,MW 02:40 PM - 04:10 PM,NAC301,,,
BBT335,1,IJN,MW 09:40 AM - 11:10 AM,SAC407,,,
BBT335,2,IJN,MW 01:00 PM - 02:30 PM,SAC406,,,
BBT335,3,IJN,ST 04:20 PM - 05:50 PM,SAC316,,,
BBT413,1,CAK,ST 09:40 AM - 11:10 AM,SAC405,,,
BBT413,2,CAK,ST 01:00 PM - 02:30 PM,SAC406,,,
BBT413L,1,CAK,S 02:40 PM - 05:40 PM,SAC412,,,
BBT413L,52,CAK,S 02:40 PM - 05:40 PM,SAC412_V,,,
BBT415,1,CAK,MW 11:20 AM - 12:50 PM,SAC403,,,
BBT415,2,CAK,MW 01:00 PM - 02:30 PM,SAC403,,,
BBT415L,1,IJN,W 02:40 PM - 05:40 PM,SAC412,,,
BBT416,1,MQN,MW 11:20 AM - 12:50 PM,LIB601,,,
BBT416,2,MQN,MW 02:40 PM - 04:10 PM,LIB601,,,
BBT417,1,IJN,ST 09:40 AM - 11:10 AM,SAC407,,,
BBT419,1,SDL,ST 02:40 PM - 04:10 PM,SAC402,,,
BBT421,1,KNH,ST 02:40 PM - 04:10 PM,SAC404,,,
BBT423,1,MSH3,ST 01:00 PM - 02:30 PM,SAC404,,,
BBT424,2,SMDA,ST 11:20 AM - 12:50 PM,SAC403,,,
BBT425,1,SDL,MW 02:40 PM - 04:10 PM,SAC402,,,
BBT427,1,IJN,ST 01:00 PM - 02:30 PM,SAC403,,,
BBT601,1,IQM,R 07:00 PM - 10:10 PM,SAC404,,,
BBT608,1,AWN,S 07:00 PM - 10:10 PM,SAC404,,,
BBT615,1,IQM,M 07:00 PM - 10:10 PM,SAC404,,,
BBT622,1,SRS1,W 07:00 PM - 10:10 PM,SAC404,,,
BBT631,1,CQA,T 07:00 PM - 10:10 PM,SAC404,,,
BBT638,1,SBI,T 07:00 PM - 10:10 PM,SAC405,,,
BBT654,1,MALM,S 07:00 PM - 10:10 PM,SAC405,,,
BBT671,1,OAH,S 07:00 PM - 10:10 PM,LIB611,,,
BBT685,1,RHS,F 09:00 AM - 12:30 PM,NAC512,,,
BEN205,1,NJb,ST 09:40 AM - 11:10 AM,NAC313,,,
BEN205,2,NJb,ST 01:00 PM - 02:30 PM,NAC213,,,
BEN205,3,Snj,ST 01:00 PM - 02:30 PM,NAC314,,,
BEN205,4,Snj,ST 02:40 PM - 04:10 PM,NAC314,,,
BEN205,5,Rme,ST 04:20 PM - 05:50 PM,NAC514,,,
BEN205,6,NJb,MW 09:40 AM - 11:10 AM,NAC302,,,
BEN205,7,Rme,MW 04:20 PM - 05:50 PM,NAC514,,,
BEN205,8,TBA,RA 09:40 AM - 11:10 AM,NAC211,,,
BEN205,9,TBA,RA 11:20 AM - 12:50 PM,NAC415,,,
BEN205,10,TBA,RA 11:20 AM - 12:50 PM,NAC509,,,
BEN205,11,TBA,RA 02:40 PM - 04:10 PM,NAC514,,,
BEN205,12,TBA,RA 04:20 PM - 05:50 PM,NAC311,,,
BEN205,13,TBA,RA 04:20 PM - 05:50 PM,NAC408,,,
BEN205,14,TBA,RA 04:20 PM - 05:50 PM,NAC514,,,
BEN205,15,NJb,MW 01:00 PM - 02:30 PM,NAC507,,,
BEN205,16,Rme,ST 01:00 PM - 02:30 PM,SAC309,,,
BEN205,17,Rme,MW 11:20 AM - 12:50 PM,SAC313,,,
BIO103,1,SKK,ST 02:40 PM - 04:10 PM,SAC406,,,
BIO103,2,FSS1,ST 09:40 AM - 11:10 AM,SAC401,,,
BIO103,3,MTO,ST 09:40 AM - 11:10 AM,SAC511,,,
BIO103,4,FZD,ST 09:40 AM - 11:10 AM,SAC513,,,
BIO103,5,KFR,ST 01:00 PM - 02:30 PM,SAC513,,,
BIO103,7,KFR,ST 02:40 PM - 04:10 PM,NAC301,,,
BIO103,8,HMS,MW 04:20 PM - 05:50 PM,SAC406,,,
BIO103,9,HMS,MW 06:00 PM - 07:30 PM,NAC301,,,
BIO103,10,FZD,MW 02:40 PM - 04:10 PM,SAC802,,,
BIO103,11,APZ,RA 09:40 AM - 11:10 AM,SAC316,,,
BIO103,12,HIM,RA 09:40 AM - 11:10 AM,SAC802,,,
BIO103,15,FMJ,RA 01:00 PM - 02:30 PM,SAC401,,,
BIO103,16,APZ,RA 01:00 PM - 02:30 PM,SAC802,,,
BIO103,17,MRIS,RA 01:00 PM - 02:30 PM,NAC509,,,
BIO103,18,FMJ,RA 04:20 PM - 05:50 PM,SAC407,,,
BIO103,19,MRIS,RA 04:20 PM - 05:50 PM,SAC401,,,
BIO103,20,NTA,RA 02:40 PM - 04:10 PM,SAC404,,,
BIO103,21,THN,RA 02:40 PM - 04:10 PM,SAC405,,,
BIO103,22,APZ,RA 08:00 AM - 09:30 AM,SAC405,,,
BIO103,24,HIM,RA 08:00 AM - 09:30 AM,SAC802,,,
BIO103,25,FMJ,RA 06:00 PM - 07:30 PM,SAC207,,,
BIO103,26,HIM,RA 06:00 PM - 07:30 PM,SAC304,,,
BIO103,28,SMD1,ST 08:00 AM - 09:30 AM,SAC511,,,
BIO103,29,SMD1,ST 09:40 AM - 11:10 AM,NAC301,,,
BIO103,30,SUBK,ST 01:00 PM - 02:30 PM,NAC301,,,
BIO103,31,SUBK,ST 04:20 PM - 05:50 PM,SAC401,,,
BIO103,32,SUBK,ST 06:00 PM - 07:30 PM,NAC301,,,
BIO103,33,BUN,RA 08:00 AM - 09:30 AM,SAC316,,,
BIO103,34,BUN,RA 09:40 AM - 11:10 AM,SAC511,,,
BIO103,36,MRIS,RA 06:00 PM - 07:30 PM,LIB601,,,
BIO103,37,RHS,RA 02:40 PM - 04:10 PM,SAC402,,,
BIO103,38,RHS,RA 04:20 PM - 05:50 PM,SAC404,,,
BIO103,39,AWN,ST 01:00 PM - 02:30 PM,NAC993,,,
BIO103,40,AWN,ST 04:20 PM - 05:50 PM,SAC511,,,
BIO103,42,MBMD,RA 08:00 AM - 09:30 AM,NAC620,,,
BIO103,43,MBMD,RA 09:40 AM - 11:10 AM,SAC201,,,
BIO103,45,NIA,RA 08:00 AM - 09:30 AM,NAC604,,,
BIO103,46,NIA,RA 11:20 AM - 12:50 PM,SAC201,,,
BIO103,47,NIA,RA 02:40 PM - 04:10 PM,SAC407,,,
BIO103,48,AAM4,RA 04:20 PM - 05:50 PM,SAC511,,,
BIO103,49,TBA,ST 06:00 PM - 07:30 PM,LIB601,,,
BIO103,50,AAM4,RA 11:20 AM - 12:50 PM,NAC307,,,
BIO103,51,TBA,MW 06:00 PM - 07:30 PM,LIB601,,,
BIO103,52,AAM4,RA 06:00 PM - 07:30 PM,NAC202,,,
BIO103,53,HMS,MW 08:00 AM - 09:30 AM,SAC208,,,
BIO103,54,MZAR,RA 01:00 PM - 02:30 PM,LIB601,,,
BIO103L,1,KLQ,M 11:20 AM - 02:20 PM,SAC415,,,
BIO103L,2,KLQ,M 11:20 AM - 02:20 PM,SAC415_,,,
BIO103L,3,KLQ,M 02:40 PM - 05:40 PM,SAC415,,,
BIO103L,4,KMRH,S 08:00 AM - 11:00 AM,SAC415,,,
BIO103L,5,KMRH,S 08:00 AM - 11:00 AM,SAC415_,,,
BIO103L,6,NTA,S 11:20 AM - 02:20 PM,SAC415,,,
BIO103L,7,NTA,S 11:20 AM - 02:20 PM,SAC415_,,,
BIO103L,8,MTO,S 02:40 PM - 05:40 PM,SAC415,,,
BIO103L,9,MTO,S 02:40 PM - 05:40 PM,SAC415_,,,
BIO103L,10,SRS1,M 08:00 AM - 11:00 AM,SAC415,,,
BIO103L,11,SRS1,M 08:00 AM - 11:00 AM,SAC415_,,,
BIO103L,12,KMRH,T 08:00 AM - 11:00 AM,SAC415,,,
BIO103L,13,KMRH,T 08:00 AM - 11:00 AM,SAC415_,,,
BIO103L,14,NTA,T 11:20 AM - 02:20 PM,SAC415,,,
BIO103L,15,NTA,T 11:20 AM - 02:20 PM,SAC415_,,,
BIO103L,16,FDDN,T 02:40 PM - 05:40 PM,SAC415,,,
BIO103L,17,MTO,T 02:40 PM - 05:40 PM,SAC415_,,,
BIO103L,18,KMRH,W 08:00 AM - 11:00 AM,SAC415,,,
BIO103L,19,KMRH,W 08:00 AM - 11:00 AM,SAC415_,,,
BIO103L,20,KSP,W 11:20 AM - 02:20 PM,SAC415,,,
BIO103L,21,THN,W 11:20 AM - 02:20 PM,SAC415_,,,
BIO103L,22,SRS1,W 02:40 PM - 05:40 PM,SAC415,,,
BIO103L,23,SRS1,W 02:40 PM - 05:40 PM,SAC415_,,,
BIO103L,24,FDDN,R 08:00 AM - 11:00 AM,SAC415,,,
BIO103L,25,THN,R 08:00 AM - 11:00 AM,SAC415_,,,
BIO103L,26,FSS1,R 11:20 AM - 02:20 PM,SAC415,,,
BIO103L,27,FSS1,R 11:20 AM - 02:20 PM,SAC415_,,,
BIO103L,28,FDDN,R 02:40 PM - 05:40 PM,SAC415,,,
BIO103L,29,FHO,R 02:40 PM - 05:40 PM,SAC415_,,,
BIO103L,30,ABE,A 08:00 AM - 11:00 AM,SAC415_,,,
BIO103L,31,ABE,A 11:20 AM - 02:20 PM,SAC415_,,,
BIO103L,32,MBRH,A 02:40 PM - 05:40 PM,SAC415,,,
BIO103L,33,ABE,A 02:40 PM - 05:40 PM,SAC415_,,,
BIO201,1,KLQ,ST 11:20 AM - 12:50 PM,SAC407,,,
BIO201,2,MAKN,MW 09:40 AM - 11:10 AM,SAC401,,,
BIO201,3,HML,MW 08:00 AM - 09:30 AM,SAC407,,,
BIO201,4,HML,MW 09:40 AM - 11:10 AM,SAC316,,,
BIO201,5,MALM,MW 11:20 AM - 12:50 PM,NAC301,,,
BIO201,6,NTA,RA 09:40 AM - 11:10 AM,SAC404,,,
BIO201,7,NTA,RA 01:00 PM - 02:30 PM,SAC404,,,
BIO201,8,FZD,ST 02:40 PM - 04:10 PM,SAC802,,,
BIO201,9,TSHQ,MW 02:40 PM - 04:10 PM,OAT601,,,
BIO201,10,TSHQ,MW 04:20 PM - 05:50 PM,SAC404,,,
BIO201,11,NRO,ST 02:40 PM - 04:10 PM,NAC307,,,
BIO201,13,THN,RA 11:20 AM - 12:50 PM,SAC404,,,
BIO201L,1,SMDA,M 08:00 AM - 11:00 AM,SAC414,,,
BIO201L,2,SMDA,M 08:00 AM - 11:00 AM,SAC414_V,,,
BIO201L,3,SMDA,M 11:20 AM - 02:20 PM,SAC414,,,
BIO201L,4,SMDA,M 11:20 AM - 02:20 PM,SAC414_V,,,
BIO201L,5,MALM,T 08:00 AM - 11:00 AM,SAC414,,,
BIO201L,6,MALM,T 08:00 AM - 11:00 AM,SAC414_V,,,
BIO201L,7,MALM,T 11:20 AM - 02:20 PM,SAC414,,,
BIO201L,8,MALM,T 11:20 AM - 02:20 PM,SAC414_V,,,
BIO201L,9,MALM,W 08:00 AM - 11:00 AM,SAC414,,,
BIO201L,10,MALM,W 08:00 AM - 11:00 AM,SAC414_V,,,
BIO201L,11,SMDA,W 11:20 AM - 02:20 PM,SAC414,,,
BIO201L,12,SMDA,W 11:20 AM - 02:20 PM,SAC414_V,,,
BIO202,1,SKK,ST 09:40 AM - 11:10 AM,SAC406,,,
BIO202,2,SKK,ST 11:20 AM - 12:50 PM,SAC406,,,
BIO202,3,MTO,MW 09:40 AM - 11:10 AM,NAC993,,,
BIO202,4,MTO,MW 11:20 AM - 12:50 PM,NAC993,,,
BIO202,5,MTO,MW 02:40 PM - 04:10 PM,NAC507,,,
BIO202,6,FHO,RA 08:00 AM - 09:30 AM,SAC402,,,
BIO202,7,FHO,RA 09:40 AM - 11:10 AM,SAC402,,,
BIO202,8,FHO,RA 01:00 PM - 02:30 PM,SAC402,,,
BIO202L,1,SKK,M 02:40 PM - 05:40 PM,SAC413,,,
BIO202L,2,SKK,M 02:40 PM - 05:40 PM,SAC413_V,,,
BIO202L,3,SKK,W 02:40 PM - 05:40 PM,SAC413,,,
BIO202L,4,JSJ,S 11:20 AM - 02:20 PM,SAC413,,,
BIO202L,5,JSJ,S 11:20 AM - 02:20 PM,SAC413_V,,,
BIO202L,6,JSJ,M 11:20 AM - 02:20 PM,SAC413,,,
BIO202L,7,JSJ,M 11:20 AM - 02:20 PM,SAC413_V,,,
BIO202L,8,JSJ,T 11:20 AM - 02:20 PM,SAC413,,,
BIO202L,9,JSJ,W 11:20 AM - 02:20 PM,SAC413,,,
BIO202L,10,SBI,M 08:00 AM - 11:00 AM,SAC413,,,
BIO202L,11,SRS1,A 08:00 AM - 11:00 AM,SAC413_V,,,
